epoch,train_loss,val_rmse,val_mae,val_nasa,val_bias,val_over_rate,val_danger_over_5,val_danger_over_10
1,4.5030913425214365,55.29234313964844,44.114017486572266,1992706.25,-39.13098907470703,0.20577915376676986,0.16449948400412798,0.12301341589267285
2,4.00872312892567,52.544647216796875,41.46475601196289,1488486.0,-36.8819465637207,0.19855521155830752,0.15521155830753353,0.11248710010319918
3,1.5952826193486802,10.021123886108398,8.195231437683105,5498.775390625,-7.265902519226074,0.13023735810113518,0.0348813209494324,0.0041279669762641896
4,0.3565168245272203,6.0829758644104,4.681271076202393,2643.023681640625,-3.063314914703369,0.28586171310629516,0.04458204334365325,0.003302373581011352
5,0.2975068483689819,5.2831878662109375,3.964278221130371,2235.87939453125,-1.6952879428863525,0.39628482972136225,0.06480908152734778,0.0037151702786377707
6,0.31087095328051634,7.154923439025879,5.837374210357666,3268.087158203125,-5.181509494781494,0.12363261093911249,0.018369453044375646,0.002889576883384933
7,0.298647228816543,4.712691783905029,3.4661765098571777,1903.943603515625,-1.4612821340560913,0.38596491228070173,0.04685242518059855,0.003302373581011352
8,0.2782230806170088,5.805033206939697,4.425316333770752,2380.6142578125,-3.7573020458221436,0.17874097007223944,0.008255933952528379,0.000412796697626419
9,0.2819624514591814,8.519160270690918,7.096190452575684,4167.31787109375,-6.850010395050049,0.07306501547987616,0.002889576883384933,0.0
10,0.28241056339307263,8.049309730529785,6.825282096862793,3901.6064453125,-6.621640682220459,0.05304437564499484,0.002476780185758514,0.0
11,0.27057179086136096,4.372030735015869,3.272287130355835,1719.0552978515625,-1.6292412281036377,0.3498452012383901,0.031785345717234265,0.0020639834881320948
12,0.2598539020376976,4.51816987991333,3.3258252143859863,1744.83544921875,-2.0231330394744873,0.31351909184726523,0.017131062951496388,0.0010319917440660474
13,0.27161594051303284,6.901589393615723,5.60310697555542,3078.501708984375,-5.2537126541137695,0.09494324045407637,0.005159958720330237,0.0002063983488132095
14,0.2619097919175119,4.510560035705566,3.337533950805664,1742.1015625,-2.1188244819641113,0.29659442724458207,0.017956656346749224,0.0006191950464396285
15,0.2746901453444452,5.159198760986328,3.941889524459839,2060.2216796875,-3.2143633365631104,0.1890608875128999,0.006811145510835914,0.0
16,0.2632205274068948,6.703286170959473,5.413917541503906,2955.13232421875,-5.049069404602051,0.09432404540763674,0.005366357069143447,0.0006191950464396285
17,0.2651980800761117,5.062156677246094,3.7251999378204346,1980.1309814453125,-2.8067517280578613,0.2615067079463364,0.009081527347781218,0.0
18,0.25865234825948274,5.539736747741699,4.01186466217041,2201.328125,-3.1436522006988525,0.2237358101135191,0.01197110423116615,0.0026831785345717233
19,0.2495305577311853,4.767058849334717,3.4699883460998535,1849.803955078125,-2.1493868827819824,0.3364293085655315,0.013828689370485037,0.0
20,0.25709495685919365,5.6734232902526855,4.5476813316345215,2356.9521484375,-3.9927046298980713,0.14158926728586171,0.00804953560371517,0.000825593395252838
