run_dir,rmse,mae,nasa,pred_std_mean,pred_std_std,mc_samples,dataset_name,seq_len,validation_ratio,batch_size,seed,linex_a,dropout_rate,mc_samples_val,mc_samples_test,best_epoch,best_val_rmse,val_rmse,val_mae,val_nasa,val_pred_std_mean,val_pred_std_std,val_mc_samples
seed_7,14.569152756664046,10.608802642822265,492.97550043328704,13.395511627197266,7.854844093322754,20,FD001,50,0.2,128,7,,0.5,10,20,23,11.54713836988483,12.820298852267562,9.634171311480754,16465.28951407403,14.819001197814941,7.697304725646973,10
seed_21,15.929706195854006,11.875774321556092,392.85450142347685,13.332355499267578,7.414342403411865,20,FD001,50,0.2,128,21,,0.5,10,20,14,11.559119351163108,13.068240301807105,9.823436378309072,11728.72556625682,15.626338005065918,8.003642082214355,10
seed_42,15.07206722743031,10.730458154678345,465.1800972316101,12.65791130065918,7.31956148147583,20,FD001,50,0.2,128,42,,0.5,10,20,28,11.455042726483716,12.610531057442582,9.198575630923298,10829.31190596051,13.990716934204102,7.944333076477051,10
seed_87,14.57002400617345,10.59731873512268,349.36916765989116,12.966653823852539,7.98028564453125,20,FD001,50,0.2,128,87,,0.5,10,20,27,12.798846492425662,13.844397608947066,10.099986690161,13913.745250958347,14.019450187683105,7.7592692375183105,10
seed_123,17.11501540623769,12.257898583412171,934.1547324428032,13.701249122619629,7.787109375,20,FD001,50,0.2,128,123,,0.5,10,20,12,12.748258084306192,13.863842261838471,10.549852009810293,10807.58717247565,15.215622901916504,8.23897647857666,10
