epoch,train_loss,val_loss,val_rmse_det,val_mae_det,val_nasa_det
1,8501.391718901405,7067.891616358902,84.25899609843424,74.35110356383362,9751163.94614811
2,5066.680938484133,3098.980968128551,55.80360451082426,48.59155699580177,665517.8664712249
3,1664.3600246222445,463.10686643195874,21.58385694816144,18.17828417153821,25459.758987996807
4,663.1828267888505,265.6108777595289,16.333329158435575,13.314735310316824,14448.95654886979
5,569.1311477542847,222.16090219671077,14.931026227290557,11.854913144416118,16249.10881205133
6,526.0745466365371,228.0973225217877,15.136442024594558,11.65336651917949,14386.508346820545
7,499.87399646847746,271.52432701804423,16.50867084968053,12.283160724226907,19698.62439935781
8,494.2140372815982,180.86869679075298,13.476843078041986,10.223432967073155,11767.9032008774
9,474.37122954139414,342.71129515676785,18.550143622243567,14.108144442666449,20022.896375437187
10,461.619633992513,225.90399846163663,15.06663689021211,11.158100140898576,13443.101942376641
11,443.64133305512655,282.87832618482184,16.851014392437914,12.57430389423384,17185.63120442226
12,446.65150274232377,161.8629291418827,12.748258084306192,9.742106040375614,8839.425066282092
13,430.26734510318255,231.1405635024562,15.228036816231995,11.561493157516754,12449.998609455834
14,421.3424048608588,208.05740310206556,14.455349928600873,11.21973744683076,11788.449484907907
15,419.94972820429837,225.12941695704603,15.0305555760799,11.100166454098183,12218.392592702225
16,409.67611363137416,277.13477279200697,16.66578108670681,12.398304192372835,15582.97503138166
17,402.5216871158097,194.11771612456351,13.968698000692644,10.471679742148241,13042.101879092475
18,388.16892721486647,171.9629591739539,13.144689752177518,9.701166258359313,13073.413314956291
19,385.96253162945885,183.61589368184408,13.584605657918704,10.161964176750365,10976.356934298565
20,379.0647128792696,255.8800180608576,16.027249280865295,12.108003670498391,14585.655185335092
21,369.59493462614313,216.66496614976361,14.755978473962209,10.859595205404942,16338.717433630207
22,373.03209183567253,211.26684206182307,14.566178633439568,10.458055346416012,12824.514999228086
23,373.04687866684077,232.16718887560296,15.275490275778038,11.121257139553137,28176.280733486707
24,362.38165022975716,198.9117307951956,14.133366839381667,10.115798923808505,11740.215184734254
25,355.85797024512476,219.5352431788589,14.850719465760767,10.443547477317702,20805.085802794863
26,345.28892174062804,207.45111927841648,14.436490810726928,10.511542870596758,23214.09725033723
27,349.235882308132,183.73592711939955,13.587192458666287,9.991934585378145,14332.655254768597
