epoch,train_loss,val_rmse,val_mae,val_nasa,val_bias,val_over_rate,val_danger_over_5,val_danger_over_10
1,10.908560353233701,62.99669647216797,51.43303680419922,3973407.0,-49.325992584228516,0.13125845737483086,0.09259617243379084,0.053353953218635224
2,9.033493577866327,39.997188568115234,30.732046127319336,332125.3125,-29.756568908691406,0.09452928668084284,0.04658805335395322,0.007539145563502803
3,2.3660755702427454,7.343929290771484,5.935877799987793,3606.2685546875,-4.913215160369873,0.19292480185578967,0.02764353373284361,0.0011598685482312006
4,1.3164510516893295,6.167191028594971,5.01446533203125,2797.6201171875,-4.353891372680664,0.16818093949352406,0.008312391262323603,0.0
5,7.638526851222629,6.271564960479736,4.857116222381592,2784.158447265625,-4.159303188323975,0.20568335588633288,0.005606031316450802,0.0
6,1.06637251944769,7.373032093048096,6.246505260467529,3611.745849609375,-6.06022310256958,0.061666344480958826,0.00019331142470520006,0.0
7,1.0192738708995637,5.791820049285889,4.520349025726318,2543.1044921875,-3.5275473594665527,0.2507249178426445,0.011405374057606804,0.0
8,1.074393590291341,7.605438709259033,6.2783637046813965,3732.626953125,-6.026815414428711,0.07983761840324763,0.0013531799729364006,0.0
9,1.032320345015753,5.6227006912231445,4.276528358459473,2448.63720703125,-2.8512208461761475,0.33578194471293255,0.017591339648173207,0.00019331142470520006
10,0.9664428637141274,6.441980838775635,5.481896877288818,3011.12109375,-5.256894111633301,0.07519814421032282,0.0011598685482312006,0.0
11,1.0293486123993283,5.868513584136963,4.742918491363525,2583.274169921875,-4.4463677406311035,0.11540692054900445,0.0007732456988208003,0.0
12,0.9365641906147911,5.179208755493164,3.9773542881011963,2217.4580078125,-2.5677552223205566,0.34177459887879375,0.019717765319930407,0.0007732456988208003
13,1.0403809961818513,4.682672023773193,3.6001675128936768,1928.7169189453125,-2.5334765911102295,0.3087183452542045,0.004639474192924802,0.0
14,0.9632536717823573,6.4571614265441895,5.268779754638672,2941.92578125,-5.062651634216309,0.09375604098202203,0.00019331142470520006,0.0
15,0.9255770864940825,6.213386535644531,4.94480562210083,2780.57958984375,-4.395308971405029,0.17533346220761648,0.002319737096462401,0.0
16,0.9481774636677334,6.0573649406433105,4.87910795211792,2679.15234375,-4.663910865783691,0.09433597525613764,0.00038662284941040013,0.0
17,0.9671643313907442,5.91594934463501,4.634593963623047,2567.4990234375,-4.195035934448242,0.16257490817707326,0.0015464913976416005,0.0
18,0.9136068820953369,5.237757205963135,3.954101324081421,2182.150634765625,-3.068554162979126,0.2669630775178813,0.0034796056446936012,0.0
19,0.9553735988480704,5.991213321685791,4.759469032287598,2637.173828125,-4.442850112915039,0.11965977189251885,0.0011598685482312006,0.0
20,0.9464396590278262,6.819504737854004,5.261573314666748,3097.2001953125,-4.9757981300354,0.11849990334428764,0.0011598685482312006,0.0
