epoch,train_loss,val_loss,val_rmse,val_mae,val_nasa
1,9107.786058927837,7494.393967401414,86.62711347612485,78.2781437400114,11001866.197648888
2,4702.9192922491775,2545.5553160167874,50.49483543204479,43.685663630155794,433768.66180602123
3,1017.2306880950928,184.66557866051085,13.592910449672955,10.562276245252283,34772.31864177051
4,188.1785969483225,91.09037485009148,9.540006150015117,6.451752231349928,7675.609891937624
5,118.14693892629523,92.4548356415083,9.609424850188661,5.38881035464341,9797.528485758194
6,87.91637435712312,133.92324465655145,11.567261090094265,6.975911562340569,11429.726363459189
7,72.70442093046088,120.6606900252047,10.971391884958914,6.261050871122917,10947.655420371726
8,68.6327549783807,134.33344935519355,11.561659363378231,6.528169381218543,21542.819549544332
9,60.59445322187323,122.40555037629036,11.04286061593102,6.685663865596917,10969.226490300138
10,51.224143178839434,103.80312623296466,10.174102698089037,5.6280634470776985,10824.212190942777
11,51.79124991517318,98.15582244488455,9.894521523877607,5.870336835318265,8732.572386277308
12,42.34711706010919,127.03427204454229,11.24595888254871,6.331124852587992,14101.304702472215
13,37.381809523231105,145.28646875775996,12.031490720768256,7.203470009837546,13964.35458206602
14,35.10699489242152,151.88652989268303,12.298307274390002,7.234008177184436,17602.41734183705
15,31.824380805617885,104.94150831514881,10.217930330086824,5.697599048669496,10143.183478191855
16,28.950749278068542,119.28803815231437,10.904982840711043,6.207150476198827,10474.08629084139
17,27.54223933345393,115.76063216477633,10.742014322723007,6.2688139709322,11178.90323301981
18,25.6846591736141,118.12899271363304,10.839405786965626,6.404587644427487,11884.3246097817
19,25.55328207266958,113.26078792767865,10.626994094603955,6.185177527786079,10002.438983148382
