epoch,train_loss,val_rmse,val_mae,val_nasa,val_bias,val_over_rate,val_danger_over_5,val_danger_over_10
1,1.8774490890048798,49.37647247314453,40.05779266357422,906353.25,-29.9823055267334,0.27914169727430893,0.2404794123332689,0.20123719311811328
2,0.8787554012168022,5.026605606079102,4.191600322723389,2360.132568359375,-1.9604933261871338,0.34003479605644693,0.07519814421032282,0.005799342741156002
3,0.08452152347280865,5.227027893066406,4.2727532386779785,2268.6640625,-3.7536818981170654,0.13783104581480765,0.009278948385849604,0.00019331142470520006
4,0.0810261352785996,4.690194606781006,4.046286582946777,2111.265625,-2.9979593753814697,0.18267929634641408,0.030543205103421612,0.002513048521167601
5,0.08618106327596164,4.1147141456604,3.281324863433838,1683.5843505859375,-2.4761006832122803,0.20336361878987047,0.009858882659965203,0.0
6,0.07408309107025464,4.253173828125,3.5053036212921143,1783.767822265625,-2.823450803756714,0.17649333075584767,0.012178619756427604,0.0007732456988208003
7,0.07276005954259918,5.888072967529297,4.929654598236084,2678.86083984375,-4.5897908210754395,0.08892325536439204,0.0069592112893872024,0.0
8,0.08274767146933647,4.6530303955078125,3.817535161972046,1982.2987060546875,-3.1423966884613037,0.16624782524647205,0.013338488304658806,0.00019331142470520006
9,0.0779062008928685,3.587374448776245,2.956777572631836,1606.032470703125,-0.5926828384399414,0.4567948965783878,0.04987434757394162,0.00038662284941040013
10,0.0752416403520675,4.535427093505859,3.7383952140808105,1909.0599365234375,-3.2790775299072266,0.12603904890779044,0.008699014111734004,0.0005799342741156003
11,0.06908405430260159,4.482158184051514,3.809185028076172,1921.439208984375,-3.339555263519287,0.12410593466073845,0.009085636961144403,0.0
12,0.07725704106546584,3.391324281692505,2.7399275302886963,1386.273193359375,-1.6269919872283936,0.2698627488884593,0.01681809394935241,0.00019331142470520006
13,0.067246946479593,3.910252809524536,3.1320905685424805,1580.6722412109375,-2.411083221435547,0.2197950898898125,0.007345834138797603,0.0
14,0.06533989959529468,3.546900987625122,2.808497428894043,1430.659912109375,-1.6976906061172485,0.31181132804948775,0.012565242605838006,0.0
15,0.06405289753207138,3.472442865371704,2.764961004257202,1401.0087890625,-1.682665467262268,0.3063986081577421,0.010052194084670405,0.0
16,0.06932496314957029,2.9927070140838623,2.370046377182007,1221.328857421875,-0.9064297080039978,0.35936593852696697,0.023197370964624008,0.00019331142470520006
17,0.06583770609327726,2.993565559387207,2.402878522872925,1230.815185546875,-0.9829342365264893,0.36071911849990335,0.02223081384109801,0.00038662284941040013
18,0.06457084431534722,3.2061071395874023,2.558243751525879,1291.5360107421875,-1.4009281396865845,0.3174173593659385,0.015464913976416006,0.0
19,0.06549017557076045,2.97410249710083,2.359421730041504,1222.8792724609375,-0.7781482934951782,0.39029576647979897,0.02532379663638121,0.0
20,0.06440525047835849,2.9216208457946777,2.366274118423462,1209.91748046875,-0.9316312074661255,0.35395321863522133,0.02474386236226561,0.0007732456988208003
