epoch,train_loss,val_loss,val_rmse,val_mae,val_nasa
1,6014.722419353904,2024.3417547316778,44.98009342795418,40.92923876496905,910805.7820016076
2,1000.5163412122415,553.2536571139381,23.3588302907291,18.677447580406845,368432.8799843223
3,357.9308948460248,480.42444274539037,21.66054712182621,15.701791165874619,341009.37811213755
4,258.77853352804215,422.1095203899202,20.426973853816474,14.782791451328745,111663.53556461101
5,210.58278488476128,398.287815003168,19.89486869250568,14.317894987195295,138710.68276164366
6,201.35947243891414,406.03411174955824,19.93560649057816,13.928853307917306,170125.7152689108
7,173.3432996619703,366.06695845013576,19.123216573778002,13.184451402439612,96640.8601731972
8,145.7308134311031,392.2912089711144,19.58399062830484,13.459101621043418,160177.77911984723
9,155.43650100209948,404.3006634939285,20.118204146442647,13.7638159792894,97328.27278936522
10,143.07008502179156,384.80310939607165,19.4716531616763,13.332424261432411,144435.20372742612
11,141.01593645814617,377.2024750368936,19.21889168118496,13.00546159064024,168209.94758057536
12,116.33747045364153,394.40590143203735,19.732789576703386,13.681209022586112,144233.8012915585
13,121.8442870346658,387.87773180007935,19.530161858624535,13.001172383991062,220121.9212540321
14,125.87620830818878,372.73226186775025,19.29411592798737,12.825256410644224,163194.3667442544
15,108.56631408600849,424.8354201884497,20.41648321562778,13.380269889752933,243004.46878526968
16,106.75536998443151,383.75291431517826,19.37318213595526,12.480508551096461,212469.26631908154
17,102.69300260458927,358.29395864123387,18.740998418038238,12.616702841435,123869.89482175739
18,93.03984904077004,351.4616589319138,18.674739156592302,12.313708023682834,125385.9314554397
19,93.21539697166013,337.3151190394447,18.316083043231412,12.124306582475521,151815.2385628537
20,78.62804171734818,369.651984549704,19.23621727348709,12.453313153718643,150308.83434596576
21,94.87455671406641,375.49030135926745,19.315370756042135,12.806025149492612,142536.1314340924
22,79.66613356366709,352.0197803860619,18.635289208920796,12.14362138679475,136229.78488040116
23,99.05674357654786,392.39092293239776,19.81382520139213,13.361420021337622,92562.03779196317
24,96.00538742789882,363.2770502680824,18.95144741215902,12.164209904430422,189429.06242858176
25,87.60911534023568,390.568254675184,19.613404489794544,12.867911792423405,196885.7562760526
26,78.69418339488769,426.30235712868824,20.432348010588843,12.88105937312631,305323.3687213358
27,86.56121839755367,377.94735274996077,19.286353656348098,12.410990387955021,234852.13016535755
28,69.98555662794708,369.3906465939113,19.232751287868226,12.69820419459999,92743.98817259022
29,74.517865053624,380.59898571741013,19.369580027347315,12.855741151523036,152550.92304709496
30,76.46276927914039,348.7444109235491,18.57987787065286,12.001689134975885,137696.86895395367
31,76.7675530747773,369.391728355771,19.19030210846415,12.747566307403925,125559.14461968941
32,68.38361955184257,362.29327994301207,19.033328951888418,12.535435719879636,101102.98152620836
33,64.77208139776123,385.5565951892308,19.57419947439251,13.211770275627943,111661.90809381487
34,65.0483086413375,413.23804289386385,20.341746313823883,13.761819119448294,103078.02100748173
