epoch,train_loss,val_loss,val_rmse,val_mae,val_nasa,linex_a
1,1.8197555174105953,0.6301474603159087,35.35885381380948,30.184978573072115,262644.15425126906,0.04
2,0.40000594170758563,0.3245209807618743,23.927722709837596,18.03402609609993,131194.1766398782,0.04
3,0.2566173213702635,0.33851003099144217,19.670983113709703,14.283754363847137,114211.37060353378,0.04
4,0.18700894333134774,0.2128234199869136,18.33340058459116,13.089722359751223,58250.045710723774,0.04
5,0.16272101500444666,0.21573616657406092,16.14669466956817,11.882466097265485,50243.46882853385,0.04
6,0.14816374864528725,0.29587102794487563,17.118682157457624,12.357401949222487,83609.34156893461,0.04
7,0.12634029403019376,0.174223894818819,14.48594920437988,10.587280736019311,38533.06214722733,0.04
8,0.11916803531017077,0.2269992823601656,14.84017166202644,10.287389729977168,61890.35756068344,0.04
9,0.11232870691165726,0.22839567197176316,15.13641729455726,10.558851295457421,59759.755350818006,0.04
10,0.11043708896380504,0.3039522182994655,18.249243284222224,12.576703818981693,103547.92698828163,0.04
11,0.10741205157529707,0.19948543642558866,15.055437082040694,10.722208966462786,46002.55120568225,0.04
12,0.09930624830528254,0.23371378098437118,19.16251687935608,13.116247124175594,80151.85235697645,0.04
13,0.09848623155707421,0.18670028788481086,15.934094184790935,10.752477547286167,47853.07405757025,0.04
14,0.0955763314615725,0.21528662710140148,15.038671150412862,10.23113617854742,56851.73302921222,0.04
15,0.0942780212872283,0.22013749096853039,17.076500844706263,11.814618423353764,64384.03021321789,0.04
16,0.09002610004178141,0.19329408337805598,16.017016442048824,11.040432527261002,47643.023393120944,0.04
17,0.08175258277652879,0.21349224593446015,15.037279188455358,10.715956698491825,52084.23210545807,0.04
18,0.0789932918897899,0.19441716891846486,15.808943264143938,10.770065588176914,51276.95870310572,0.04
19,0.08083975294090874,0.2120396331773095,15.94801759636253,10.81290658708649,59419.502604697256,0.04
20,0.08480877378397243,0.31848813413775395,16.072132386488388,10.553554479374842,106349.33668918993,0.04
21,0.07628088929753983,0.19755941279055106,15.264512347528706,10.399807779773125,52216.88677753406,0.04
22,0.07584234079462131,0.22718404143649554,15.9353976909983,10.501287331724953,69972.73177039353,0.04
