epoch,train_loss,val_rmse,val_mae,val_nasa,val_bias,val_over_rate,val_danger_over_5,val_danger_over_10
1,4.514540771041253,54.81026077270508,43.712764739990234,1889628.625,-38.46717071533203,0.2059855521155831,0.16470588235294117,0.12321981424148606
2,3.835188444214638,44.73052215576172,33.882442474365234,642764.75,-29.900569915771484,0.19690402476780186,0.14138286893704852,0.09824561403508772
3,1.004924685967089,8.224753379821777,6.705608367919922,4024.56103515625,-6.047798156738281,0.12961816305469556,0.0173374613003096,0.000825593395252838
4,0.34244231638884304,7.3038482666015625,5.593344688415527,3330.36376953125,-4.508131504058838,0.221671826625387,0.019814241486068113,0.000412796697626419
5,0.30082661816568085,4.903046607971191,3.8902065753936768,2346.29541015625,0.8083152174949646,0.5977296181630547,0.18224974200206398,0.014654282765737874
6,0.3004743176879305,6.515120506286621,5.015145301818848,2816.515625,-4.262412071228027,0.17358101135190918,0.013415892672858616,0.0014447884416924665
7,0.277634208551561,5.298932075500488,4.049925804138184,2219.496337890625,-2.200406551361084,0.34076367389060885,0.04809081527347781,0.0041279669762641896
8,0.2787178423669603,8.037280082702637,6.917942047119141,3910.279541015625,-6.7040324211120605,0.05923632610939113,0.0020639834881320948,0.0
9,0.30021819938914945,7.329553127288818,5.9201812744140625,3365.341064453125,-5.588788986206055,0.09205366357069143,0.0026831785345717233,0.0
10,0.2665340677656309,5.328431606292725,3.979417324066162,2128.106201171875,-3.0048413276672363,0.2410732714138287,0.014654282765737874,0.0010319917440660474
11,0.2697184817357497,5.43519926071167,4.14509916305542,2199.1552734375,-3.3652408123016357,0.1956656346749226,0.013828689370485037,0.0002063983488132095
12,0.25009716625767525,4.685081958770752,3.453420400619507,1862.078369140625,-1.6889678239822388,0.3849329205366357,0.02868937048503612,0.0006191950464396285
13,0.2649183559297311,4.777443885803223,3.5192136764526367,1934.256591796875,-1.4212417602539062,0.40949432404540764,0.04891640866873065,0.0006191950464396285
14,0.2677855956735033,5.501394748687744,4.209372520446777,2210.651611328125,-3.5968258380889893,0.17543859649122806,0.007430340557275541,0.0
15,0.2583143407046193,5.341037750244141,4.155771732330322,2155.58203125,-3.421506643295288,0.19050567595459236,0.01238390092879257,0.0
16,0.25409258676297736,4.4778876304626465,3.317596435546875,1751.01318359375,-1.7232815027236938,0.35190918472652216,0.03137254901960784,0.0
17,0.2490417883552686,6.973703384399414,5.694977760314941,3124.041259765625,-5.380124092102051,0.0891640866873065,0.0030959752321981426,0.0
18,0.250131506660972,4.483203411102295,3.4073028564453125,1872.841796875,-0.6345967650413513,0.49122807017543857,0.06687306501547988,0.0018575851393188853
19,0.26676973188766323,4.8509087562561035,3.7413747310638428,1906.529052734375,-2.7867965698242188,0.24850361197110424,0.013209494324045407,0.0
20,0.261132016928509,5.231265544891357,3.9091646671295166,2054.20654296875,-3.1131434440612793,0.22022703818369452,0.006811145510835914,0.0
