group,scenario,a_tag,linex_a,seed,train_run_id,rmse,mae,nasa,bias,over_rate,danger_over_5,danger_over_10,pred_std_mean,pred_std_p90,maintenance_run_id,maint_count,early_count,fail_count,total_cost,maintenance_utilization
G4,A_sigma_3,a_0p07,0.07,1,20260327_234116_913381,3.7051219940185547,2.9067296981811523,1621.32763671875,-0.7887457609176636,0.3947569843092231,0.05874473784921546,0.005549177190968236,5.725045680999756,10.188370704650879,20260328_080543_979533,160,16,32,832.0,1.0
G4,A_sigma_3,a_0p07,0.07,2,20260327_234229_083108,3.7633206844329834,3.008829355239868,1655.6888427734375,-0.9838923215866089,0.38040566398775355,0.05147340221967087,0.004018369690011481,5.611814498901367,10.006683826446533,20260328_080544_122481,160,28,25,716.0,1.0
G4,A_sigma_3,a_0p09,0.09,0,20260327_234341_119701,4.147665023803711,3.2831952571868896,1760.02880859375,-1.9200832843780518,0.29927286643704554,0.02774588595484118,0.0007654037504783774,5.522731304168701,9.89431095123291,20260328_080544_262868,160,35,26,750.0,1.0
G4,A_sigma_3,a_0p09,0.09,1,20260327_234454_427307,4.202024936676025,3.3212385177612305,1877.8515625,-1.1934131383895874,0.36452353616532723,0.06352851128970533,0.006697282816685802,5.749645709991455,10.15450668334961,20260328_080544_404273,160,8,58,1336.0,1.0
G4,A_sigma_3,a_0p09,0.09,2,20260327_234606_889306,3.960934638977051,3.19895339012146,1732.250732421875,-1.4048407077789307,0.3647148871029468,0.0371220818982013,0.002104860313815538,5.537259578704834,9.83174180984497,20260328_080544_543221,160,15,48,1150.0,1.0
G4,A_sigma_3,a_0p1,0.1,0,20260327_234717_150841,4.178448677062988,3.3473546504974365,1823.378662109375,-1.5794756412506104,0.3664370455415232,0.037696134711060085,0.0013394565633371603,5.648049354553223,10.061087131500244,20260328_080544_691462,160,9,52,1218.0,1.0
G4,A_sigma_3,a_0p1,0.1,1,20260327_234830_258291,4.084120750427246,3.282449722290039,1760.730224609375,-1.7659512758255005,0.32223497895139686,0.032721010332950634,0.001148105625717566,5.665807247161865,10.061486721038818,20260328_080544_835406,160,15,37,930.0,1.0
G4,A_sigma_3,a_0p1,0.1,2,20260327_234942_982277,4.095422267913818,3.2758536338806152,1755.682373046875,-1.8124943971633911,0.3182166092613854,0.02812858783008037,0.001148105625717566,5.560563564300537,9.97178030014038,20260328_080544_975234,160,18,34,876.0,1.0
G4,A_sigma_3,a_0p2,0.2,0,20260327_235055_344098,6.019547939300537,4.783839225769043,2768.03857421875,-3.450012445449829,0.276884806735553,0.028319938767699962,0.001722158438576349,5.58048677444458,9.839457988739014,20260328_080545_116776,160,13,36,906.0,1.0
G4,A_sigma_3,a_0p2,0.2,1,20260327_235207_451548,6.071831703186035,4.728858947753906,2774.33251953125,-3.4307754039764404,0.28568694986605436,0.023536165327210104,0.003827018752391887,5.515759468078613,9.781226634979248,20260328_080545_260548,160,13,34,866.0,1.0
G4,A_sigma_3,a_0p2,0.2,2,20260327_235319_713027,5.527005195617676,4.231605529785156,2443.70263671875,-2.882016181945801,0.30520474550325294,0.02123995407577497,0.0,5.42051362991333,9.713396549224854,20260328_080545_405393,160,17,37,934.0,1.0
G4,A_sigma_3,a_0p3,0.3,0,20260327_235433_126757,6.804214000701904,5.454776763916016,3265.32958984375,-4.402024745941162,0.21488710294680444,0.026215078453884422,0.0019135093761959434,5.434053421020508,9.699228286743164,20260328_080545_547674,160,18,35,896.0,1.0
G4,A_sigma_3,a_0p3,0.3,1,20260327_235544_251776,6.318961143493652,4.913900375366211,2968.084228515625,-3.151989459991455,0.324531190202832,0.046689628779181015,0.004592422502870264,5.479443073272705,9.561259269714355,20260328_080545_687609,160,17,37,934.0,1.0
G4,A_sigma_3,a_0p3,0.3,2,20260327_235657_709018,7.201941013336182,5.724998950958252,3480.6201171875,-4.913417339324951,0.19077688480673555,0.01722158438576349,0.000574052812858783,5.374128818511963,9.608101844787598,20260328_080545_822053,160,8,52,1216.0,1.0
G4,A_sigma_3,a_0p4,0.4,0,20260327_235811_356944,8.274709701538086,6.6468000411987305,4217.43212890625,-6.265559196472168,0.12284730195177956,0.0009567546880979717,0.0,5.197418212890625,9.374842166900635,20260328_080545_955815,160,14,37,928.0,1.0
G4,A_sigma_3,a_0p4,0.4,1,20260327_235923_797773,7.679450511932373,6.047024726867676,3794.844482421875,-5.184154987335205,0.20091848450057406,0.016264829697665517,0.00019135093761959434,5.362269401550293,9.534629344940186,20260328_080546_098657,160,6,52,1212.0,1.0
G4,A_sigma_3,a_0p4,0.4,2,20260328_000036_597020,7.99083137512207,6.531505584716797,4097.1259765625,-5.762222766876221,0.16169154228855723,0.016838882510524303,0.0003827018752391887,5.363463401794434,9.674654960632324,20260328_080546_246422,160,23,44,1086.0,1.0
G3,A_sigma_5,a_0p02,0.02,0,20260327_233346_761870,5.315023899078369,3.4449024200439453,2516.521484375,-0.030277295038104057,0.4486571879936809,0.11078199052132702,0.035545023696682464,0.0,0.0,20260328_080546_392444,160,38,32,876.0,1.0
G3,A_sigma_5,a_0p02,0.02,1,20260327_233455_786778,5.128882884979248,3.459637403488159,2417.072998046875,0.6757248044013977,0.5479857819905213,0.15067140600315956,0.02330173775671406,0.0,0.0,20260328_080546_527535,160,27,34,894.0,1.0
G3,A_sigma_5,a_0p02,0.02,2,20260327_233604_293104,5.237275123596191,3.545527458190918,2576.5830078125,1.1355705261230469,0.594391785150079,0.16804897314375988,0.03218799368088467,0.0,0.0,20260328_080546_661060,160,33,44,1106.0,1.0
G3,A_sigma_5,a_0p03,0.03,0,20260327_233713_534440,4.7729105949401855,3.441469430923462,2206.871826171875,0.11511752009391785,0.49842022116903634,0.11532385466034756,0.022511848341232227,0.0,0.0,20260328_080546_793914,160,30,35,920.0,1.0
G3,A_sigma_5,a_0p03,0.03,1,20260327_233822_043606,4.8284077644348145,3.385833263397217,2224.512939453125,0.48020488023757935,0.528041074249605,0.13210900473933648,0.02132701421800948,0.0,0.0,20260328_080546_932315,160,22,38,964.0,1.0
G3,A_sigma_5,a_0p03,0.03,2,20260327_233931_509528,5.219597816467285,3.541424036026001,2504.32470703125,0.8362902402877808,0.5641785150078988,0.15955766192733017,0.031200631911532384,0.0,0.0,20260328_080547_075643,160,37,46,1154.0,1.0
G3,A_sigma_5,a_0p04,0.04,0,20260327_234038_047568,5.0925092697143555,3.6079158782958984,2409.24658203125,0.244390070438385,0.5521327014218009,0.13052922590837282,0.012045813586097947,0.0,0.0,20260328_080547_214931,160,30,42,1060.0,1.0
G3,A_sigma_5,a_0p04,0.04,1,20260327_234146_989512,4.708725452423096,3.3838295936584473,2165.021484375,0.31275883316993713,0.5110584518167457,0.12421011058451817,0.02093206951026856,0.0,0.0,20260328_080547_351221,160,31,43,1082.0,1.0
G3,A_sigma_5,a_0p04,0.04,2,20260327_234256_600795,4.885470390319824,3.6360137462615967,2386.4580078125,0.8912161588668823,0.5789889415481833,0.16804897314375988,0.03060821484992101,0.0,0.0,20260328_080547_484053,160,41,36,962.0,1.0
G3,A_sigma_5,a_0p05,0.05,0,20260327_234405_048536,4.728705883026123,3.4878809452056885,2132.476806640625,-0.3707944452762604,0.46998420221169035,0.09537914691943128,0.014020537124802527,0.0,0.0,20260328_080547_616212,160,31,43,1082.0,1.0
G3,A_sigma_5,a_0p05,0.05,1,20260327_234514_753397,4.826746940612793,3.553086042404175,2192.1376953125,-0.36083492636680603,0.4749210110584518,0.09774881516587677,0.015402843601895734,0.0,0.0,20260328_080547_748533,160,38,34,916.0,1.0
G3,A_sigma_5,a_0p05,0.05,2,20260327_234623_555544,4.823172569274902,3.66530442237854,2405.97705078125,1.126658320426941,0.6095971563981043,0.17278830963665087,0.02764612954186414,0.0,0.0,20260328_080547_880728,160,27,31,834.0,1.0
G3,A_sigma_5,a_0p07,0.07,0,20260328_000151_122300,4.835486888885498,3.696958541870117,2100.085693359375,-1.5379890203475952,0.3678909952606635,0.060821484992101105,0.005134281200631911,0.0,0.0,20260328_080548_012722,160,31,32,862.0,1.0
G3,A_sigma_5,a_0p07,0.07,1,20260328_000301_617964,4.622049331665039,3.419424295425415,2080.291748046875,-0.30898213386535645,0.4656398104265403,0.10268562401263823,0.015600315955766192,0.0,0.0,20260328_080548_152897,160,17,34,874.0,1.0
G3,A_sigma_5,a_0p07,0.07,2,20260328_000353_011270,4.670232772827148,3.524899959564209,2034.692626953125,-1.039031982421875,0.4160742496050553,0.07345971563981042,0.006714060031595577,0.0,0.0,20260328_080548_287892,160,24,45,1108.0,1.0
G3,A_sigma_5,a_0p09,0.09,0,20260328_000445_171470,4.9362053871154785,3.8486440181732178,2160.297607421875,-1.8496506214141846,0.3400473933649289,0.06121642969984202,0.006714060031595577,0.0,0.0,20260328_080548_419481,160,16,43,1052.0,1.0
G3,A_sigma_5,a_0p09,0.09,1,20260328_000537_184220,4.643726348876953,3.5291037559509277,1991.4072265625,-1.4535882472991943,0.3763823064770932,0.051145339652448656,0.00631911532385466,0.0,0.0,20260328_080548_551674,160,29,36,938.0,1.0
G3,A_sigma_5,a_0p09,0.09,2,20260328_000628_649536,4.793334484100342,3.701470375061035,2244.58056640625,-0.12394107133150101,0.5082938388625592,0.1259873617693523,0.016192733017377565,0.0,0.0,20260328_080548_684045,160,18,39,976.0,1.0
G3,A_sigma_5,a_0p1,0.1,0,20260328_000718_836283,4.96225118637085,3.744272232055664,2113.436767578125,-1.9537749290466309,0.3426145339652449,0.043048973143759876,0.0071090047393364926,0.0,0.0,20260328_080548_816266,160,21,49,1182.0,1.0
G3,A_sigma_5,a_0p1,0.1,1,20260328_000759_229527,4.761043548583984,3.6706480979919434,2052.553466796875,-1.6972463130950928,0.36018957345971564,0.054502369668246446,0.0071090047393364926,0.0,0.0,20260328_080548_948608,160,20,39,980.0,1.0
G3,A_sigma_5,a_0p1,0.1,2,20260328_000837_374304,4.833938121795654,3.741847276687622,2333.7294921875,0.39179447293281555,0.544431279620853,0.1565955766192733,0.019352290679304898,0.0,0.0,20260328_080549_082234,160,34,58,1388.0,1.0
G3,A_sigma_5,a_0p2,0.2,0,20260328_000915_912755,6.144709587097168,4.7209792137146,2781.755615234375,-2.9367380142211914,0.309044233807267,0.04265402843601896,0.006121642969984202,0.0,0.0,20260328_080549_219676,160,24,41,1028.0,1.0
G3,A_sigma_5,a_0p2,0.2,1,20260328_000955_290847,6.286459922790527,4.804426193237305,2882.96337890625,-2.8639392852783203,0.3333333333333333,0.04522116903633491,0.009873617693522907,0.0,0.0,20260328_080549_353186,160,17,47,1134.0,1.0
G3,A_sigma_5,a_0p2,0.2,2,20260328_001033_568384,5.816103935241699,4.490085124969482,2564.1044921875,-2.9658050537109375,0.29403633491311215,0.035545023696682464,0.0035545023696682463,0.0,0.0,20260328_080549_485874,160,38,38,996.0,1.0
G3,A_sigma_5,a_0p3,0.3,0,20260328_001112_070872,6.920753479003906,5.504584312438965,3233.271484375,-4.357059478759766,0.21860189573459715,0.029225908372827805,0.001382306477093207,0.0,0.0,20260328_080549_618340,160,24,49,1188.0,1.0
G3,A_sigma_5,a_0p3,0.3,1,20260328_001155_177000,7.080602169036865,5.542356967926025,3302.13232421875,-4.534289360046387,0.20260663507109006,0.02132701421800948,0.005529225908372828,0.0,0.0,20260328_080549_751758,160,32,27,764.0,1.0
G3,A_sigma_5,a_0p3,0.3,2,20260328_001237_837767,7.208040237426758,5.557628631591797,3411.31494140625,-4.284768104553223,0.2490126382306477,0.031003159557661926,0.0009873617693522906,0.0,0.0,20260328_080549_883890,160,47,46,1174.0,1.0
G3,A_sigma_5,a_0p4,0.4,0,20260328_001322_070650,8.576138496398926,6.69781494140625,4354.03515625,-5.763852596282959,0.1881911532385466,0.020537124802527645,0.002369668246445498,0.0,0.0,20260328_080550_015957,160,35,29,810.0,1.0
G3,A_sigma_5,a_0p4,0.4,1,20260328_001402_678880,7.88665771484375,6.192234516143799,3822.34814453125,-5.52073860168457,0.15876777251184834,0.012835703001579778,0.0025671406003159557,0.0,0.0,20260328_080550_153194,160,42,40,1044.0,1.0
G3,A_sigma_5,a_0p4,0.4,2,20260328_001443_702262,8.783292770385742,6.880752086639404,4538.1298828125,-5.855570316314697,0.19609004739336494,0.021919431279620854,0.0039494470774091624,0.0,0.0,20260328_080550_288104,160,35,52,1270.0,1.0
G4,A_sigma_5,a_0p02,0.02,0,20260327_234729_864314,5.39882230758667,3.5015461444854736,2579.959228515625,-0.0020499778911471367,0.4703791469194313,0.11315165876777251,0.03515007898894155,5.658324241638184,10.013383960723877,20260328_080550_421747,160,26,25,712.0,1.0
G4,A_sigma_5,a_0p02,0.02,1,20260327_234847_982413,5.199773788452148,3.5340702533721924,2474.79833984375,0.6799849271774292,0.5766192733017378,0.15363349131121642,0.024881516587677725,5.5559563636779785,10.039962577819825,20260328_080550_554924,160,9,30,778.0,1.0
G4,A_sigma_5,a_0p02,0.02,2,20260327_235006_837017,5.288913726806641,3.6003191471099854,2617.41748046875,1.1473805904388428,0.6092022116903634,0.16725908372827805,0.033570300157977885,5.188891410827637,9.261771488189696,20260328_080550_689685,160,22,29,784.0,1.0
G4,A_sigma_5,a_0p03,0.03,0,20260327_235123_677830,4.882198810577393,3.5072824954986572,2271.23876953125,0.15097689628601074,0.5156003159557662,0.11808846761453397,0.023696682464454975,5.548938274383545,9.934182167053223,20260328_080550_822834,160,12,31,804.0,1.0
G4,A_sigma_5,a_0p03,0.03,1,20260327_235241_409849,4.91346549987793,3.461017608642578,2282.561279296875,0.4970838725566864,0.5489731437598736,0.13763823064770933,0.02428909952606635,5.630604267120361,10.175835990905762,20260328_080550_954945,160,26,30,812.0,1.0
G4,A_sigma_5,a_0p03,0.03,2,20260327_235400_021641,5.285418510437012,3.605773448944092,2554.65234375,0.869125485420227,0.580568720379147,0.165086887835703,0.030213270142180094,5.489957332611084,9.824841117858886,20260328_080551_090484,160,31,22,662.0,1.0
G4,A_sigma_5,a_0p04,0.04,0,20260327_235517_850238,5.192573547363281,3.664820432662964,2473.0537109375,0.3055240213871002,0.5580568720379147,0.14119273301737756,0.011848341232227487,5.465264320373535,9.721851539611816,20260328_080551_226202,160,28,31,836.0,1.0
G4,A_sigma_5,a_0p04,0.04,1,20260327_235635_576266,4.782878398895264,3.4417498111724854,2207.261962890625,0.3175589144229889,0.5315955766192733,0.13191153238546605,0.020734597156398103,5.527589797973633,10.045320510864258,20260328_080551_360159,160,30,22,660.0,1.0
G4,A_sigma_5,a_0p04,0.04,2,20260327_235754_433220,4.963963508605957,3.701742649078369,2440.684814453125,0.9361621737480164,0.5904423380726699,0.17515797788309637,0.029225908372827805,5.428633213043213,9.678855037689209,20260328_080551_492435,160,34,27,768.0,1.0
G4,A_sigma_5,a_0p05,0.05,0,20260327_235913_939822,4.83499813079834,3.5411593914031982,2189.96533203125,-0.3259340822696686,0.47906793048973145,0.1018957345971564,0.014020537124802527,5.566981315612793,10.01069164276123,20260328_080551_625944,160,34,24,708.0,1.0
G4,A_sigma_5,a_0p05,0.05,1,20260328_000032_070687,4.947353363037109,3.624197006225586,2262.64501953125,-0.3243609368801117,0.48124012638230645,0.10446287519747235,0.017180094786729858,5.479359149932861,9.850525093078613,20260328_080551_761685,160,32,28,784.0,1.0
G4,A_sigma_5,a_0p05,0.05,2,20260328_000151_612698,4.907115459442139,3.731905460357666,2460.87939453125,1.149373173713684,0.6147314375987362,0.18147709320695102,0.028041074249605055,5.381258964538574,9.515139484405518,20260328_080551_895009,160,13,26,706.0,1.0
G4,A_sigma_5,a_0p07,0.07,0,20260328_001524_831030,4.92421293258667,3.7198591232299805,2141.325439453125,-1.4660061597824097,0.3795418641390205,0.06437598736176935,0.005529225908372828,5.379356861114502,9.67297077178955,20260328_080552_027974,160,20,29,780.0,1.0
G4,A_sigma_5,a_0p07,0.07,1,20260328_001611_371720,4.723532676696777,3.4778523445129395,2132.80517578125,-0.2725802958011627,0.47432859399684046,0.10841232227488151,0.0169826224328594,5.5764641761779785,10.055473613739013,20260328_080552_165512,160,10,37,920.0,1.0
G4,A_sigma_5,a_0p07,0.07,2,20260328_001658_663921,4.753511905670166,3.576575994491577,2080.87255859375,-1.0051318407058716,0.4279225908372828,0.07484202211690363,0.006714060031595577,5.281631946563721,9.51771821975708,20260328_080552_298729,160,39,30,838.0,1.0
G4,A_sigma_5,a_0p09,0.09,0,20260328_001746_806242,4.967739582061768,3.8286349773406982,2167.30810546875,-1.7817494869232178,0.34913112164297,0.059044233807266984,0.007503949447077409,5.395879745483398,9.668345165252685,20260328_080552_431576,160,36,30,832.0,1.0
G4,A_sigma_5,a_0p09,0.09,1,20260328_001833_992580,4.7513885498046875,3.5870513916015625,2046.3084716796875,-1.4311213493347168,0.3803317535545024,0.053712480252764615,0.00631911532385466,5.399994373321533,9.790410804748536,20260328_080552_564691,160,29,40,1018.0,1.0
G4,A_sigma_5,a_0p09,0.09,2,20260328_001919_401862,4.897726058959961,3.7787973880767822,2312.90380859375,-0.061049818992614746,0.5156003159557662,0.13210900473933648,0.017180094786729858,5.351446628570557,9.532140445709228,20260328_080552_700206,160,30,30,820.0,1.0
G4,A_sigma_5,a_0p1,0.1,0,20260328_002007_420760,5.039062023162842,3.7738101482391357,2151.61083984375,-1.915440559387207,0.35308056872037913,0.046800947867298576,0.007306477093206951,5.451897144317627,9.775950145721435,20260328_080552_833889,160,18,33,856.0,1.0
G4,A_sigma_5,a_0p1,0.1,1,20260328_002053_221214,4.852327346801758,3.7042312622070312,2090.84765625,-1.6969949007034302,0.36275671406003157,0.05568720379146919,0.00631911532385466,5.445130348205566,9.879489326477051,20260328_080552_967245,160,18,46,1116.0,1.0
G4,A_sigma_5,a_0p1,0.1,2,20260328_002143_217000,4.921119689941406,3.803548574447632,2388.04736328125,0.4489762485027313,0.5539099526066351,0.1674565560821485,0.018957345971563982,5.493326187133789,9.701251316070556,20260328_080553_104564,160,40,23,700.0,1.0
G4,A_sigma_5,a_0p2,0.2,0,20260328_002228_828324,6.2201385498046875,4.743129253387451,2831.62890625,-2.8283767700195312,0.3260268562401264,0.046800947867298576,0.007306477093206951,5.228360652923584,9.39131498336792,20260328_080553_239644,160,18,45,1096.0,1.0
G4,A_sigma_5,a_0p2,0.2,1,20260328_002314_307860,6.3835129737854,4.854516983032227,2945.65869140625,-2.8348517417907715,0.33886255924170616,0.04917061611374408,0.010860979462875198,5.359878063201904,9.608047199249267,20260328_080553_371907,160,33,22,666.0,1.0
G4,A_sigma_5,a_0p2,0.2,2,20260328_002405_984111,5.881223678588867,4.512648582458496,2597.1259765625,-2.9470129013061523,0.2956161137440758,0.03653238546603475,0.0035545023696682463,5.218894958496094,9.301921844482422,20260328_080553_505069,160,27,24,694.0,1.0
G4,A_sigma_5,a_0p3,0.3,0,20260328_002451_177024,6.971031665802002,5.489753246307373,3257.541259765625,-4.288426876068115,0.22946287519747235,0.031200631911532384,0.001382306477093207,5.209639072418213,9.347928047180174,20260328_080553_638488,160,34,21,648.0,1.0
G4,A_sigma_5,a_0p3,0.3,1,20260328_002538_490168,7.165340900421143,5.56886625289917,3354.477294921875,-4.507326602935791,0.21248025276461296,0.022116903633491312,0.00533175355450237,5.093920707702637,9.162990856170653,20260328_080553_773669,160,39,25,738.0,1.0
G4,A_sigma_5,a_0p3,0.3,2,20260328_002626_227159,7.265897750854492,5.595700263977051,3456.07958984375,-4.250786781311035,0.25296208530805686,0.033570300157977885,0.001382306477093207,5.208836555480957,9.367287731170654,20260328_080553_907056,160,10,40,980.0,1.0
G4,A_sigma_5,a_0p4,0.4,0,20260328_002717_735060,8.635279655456543,6.69926118850708,4400.36328125,-5.704341888427734,0.19628751974723538,0.02448657187993681,0.002369668246445498,5.114793300628662,9.102203845977783,20260328_080554_039848,160,33,24,706.0,1.0
G4,A_sigma_5,a_0p4,0.4,1,20260328_002802_468193,7.977153301239014,6.223528861999512,3883.449462890625,-5.508727550506592,0.16548183254344392,0.014612954186413903,0.0025671406003159557,5.0925445556640625,9.181693649291992,20260328_080554_180770,160,10,40,980.0,1.0
G4,A_sigma_5,a_0p4,0.4,2,20260328_002847_486771,8.841408729553223,6.8897271156311035,4579.326171875,-5.828744411468506,0.20300157977883096,0.02132701421800948,0.0037519747235387046,5.068965911865234,9.039873504638672,20260328_080554_321312,160,27,24,694.0,1.0
