scenario,group,a_tag,linex_a,rmse,mae,nasa,bias,over_rate,danger_over_5,danger_over_10,pred_std_mean,pred_std_p90,maint_count,early_count,fail_count,total_cost,maintenance_utilization,n_seeds,rmse_std,mae_std,nasa_std,bias_std,over_rate_std,danger_over_5_std,danger_over_10_std,pred_std_mean_std,pred_std_p90_std,maint_count_std,early_count_std,fail_count_std,total_cost_std,maintenance_utilization_std
A_sigma_5,G3,a_0p2,0.2,6.082424481709798,4.671830177307129,2742.941162109375,-2.922160784403483,0.3121379673512375,0.041140073723012115,0.006516587677725119,0.0,0.0,160.0,26.333333333333332,42.0,1052.6666666666667,1.0,3,0.2412846131036853,0.1628321148753405,162.93455354351568,0.05247409281217366,0.01983032807697674,0.00501258329739229,0.003178016773189392,0.0,0.0,0.0,10.692676621563628,4.58257569495584,72.2311105641699,0.0
A_sigma_5,G3,a_0p3,0.3,7.069798628489177,5.534856637318929,3315.5729166666665,-4.392038981119792,0.22340705634544497,0.027185360716166406,0.002632964718272775,0.0,0.0,160.0,34.333333333333336,40.666666666666664,1042.0,1.0,3,0.14394776051593022,0.027305973119606825,89.77948146387847,0.1283857017924408,0.023573214856765952,0.00515071094246699,0.0025159972161159024,0.0,0.0,0.0,11.676186592091328,11.930353445448855,240.85680393129857,0.0
A_sigma_5,G3,a_0p4,0.4,8.415362993876139,6.590267181396484,4238.171061197917,-5.713387171427409,0.18101632438125329,0.018430753027909426,0.002962085308056872,0.0,0.0,160.0,37.333333333333336,40.333333333333336,1041.3333333333333,1.0,3,0.46944134603301496,0.3566356708640225,371.6910553213657,0.1730264101515316,0.01966841827477385,0.0048945001171725394,0.0008607620346644299,0.0,0.0,0.0,4.041451884327381,11.50362261782493,230.01159391068387,0.0
A_sigma_5,G4,a_0p02,0.02,5.295836607615153,3.5453118483225503,2557.3916829427085,0.6084385132417083,0.5520668773038442,0.14468141126908898,0.031200631911532384,5.467724005381267,9.771706008911133,160.0,19.0,28.0,758.0,1.0,3,0.09970467868374154,0.05033693082257194,73.93933596565923,0.5780456944421842,0.07259528869029062,0.028142639566584297,0.005529225908372828,0.24684105705625736,0.44181615779556244,0.0,8.888194417315589,2.6457513110645907,39.949968710876355,0.0
A_sigma_5,G4,a_0p03,0.03,5.027027606964111,3.524691184361776,2369.484130859375,0.5057287514209747,0.5483807266982622,0.1402711953659821,0.026066350710900476,5.55649995803833,9.978286425272623,160.0,23.0,27.666666666666668,759.3333333333334,1.0,3,0.22431851397758137,0.07393145583105322,160.46027578712133,0.3591523346252952,0.032488253443531845,0.023609579691878237,0.0036035323046790415,0.07062771652464435,0.17960578894097698,0.0,9.848857801796104,4.932882862316248,84.38799282678393,0.0
A_sigma_5,G4,a_0p04,0.04,4.979805151621501,3.602770964304606,2373.6668294270835,0.5197483698527018,0.5600315955766192,0.14942074776198,0.020602948920484466,5.47382911046346,9.81534236272176,160.0,30.666666666666668,26.666666666666668,754.6666666666666,1.0,3,0.20530647069596147,0.14066510346654898,145.01679582092007,0.360675133213423,0.029473038241399144,0.022767058044967592,0.008689531539446321,0.05003117175557857,0.20032382849198072,0.0,3.055050463303893,4.509249752822894,88.75434261676064,0.0
A_sigma_5,G4,a_0p05,0.05,4.896488984425862,3.632420619328817,2304.49658203125,0.1663593848546346,0.5250131648235913,0.12927856766719326,0.019747235387045814,5.475866476694743,9.792118740081788,160.0,26.333333333333332,26.0,732.6666666666666,1.0,3,0.056926408909315676,0.09563857257795808,140.22222462160565,0.851315276799302,0.07770589399180344,0.04522346851037639,0.007354354048000028,0.0929104245867764,0.2528862629039852,0.0,11.590225767142472,2.0,44.46721638840611,0.0
A_sigma_5,G4,a_0p07,0.07,4.800419171651204,3.5914291540781655,2118.3343912760415,-0.9145727654298147,0.4272643496577146,0.0825434439178515,0.009741969457609268,5.412484327952067,9.748720868428547,160.0,23.0,32.0,846.0,1.0,3,0.10825137402070283,0.12168517780949417,32.72140590189511,0.6018446915866147,0.04739679314439632,0.023006164857751314,0.006298511697685985,0.15018183212071334,0.27676483482331854,0.0,14.730919862656235,4.358898943540674,70.3420215802759,0.0
A_sigma_5,G4,a_0p09,0.09,4.872284730275472,3.731494585673014,2175.506795247396,-1.0913068850835164,0.4150210637177462,0.08162190626645603,0.010334386519220641,5.382440249125163,9.663632138570149,160.0,31.666666666666668,33.333333333333336,890.0,1.0,3,0.11039650444466156,0.1275492985519012,133.48663716509404,0.9092894145374562,0.08849016523596943,0.04380430610281634,0.0059580826813473535,0.026919991212364325,0.12919966739491218,0.0,3.785938897200183,5.773502691896258,111.01351269102334,0.0
A_sigma_5,G4,a_0p1,0.1,4.937503019968669,3.7605299949645996,2210.1686197916665,-1.0544864038626354,0.4232490784623486,0.08998156924697209,0.010860979462875198,5.463451226552327,9.78556359608968,160.0,25.333333333333332,34.0,890.6666666666666,1.0,3,0.09443923954589187,0.050973071134870984,157.0148931126812,1.3066099596829095,0.1132590171742203,0.06724226033470716,0.007029017271152325,0.026092764029774018,0.0895070439094239,0.0,12.701705922171767,11.532562594670797,210.15549798502377,0.0
A_sigma_5,G4,a_0p2,0.2,6.161625067392985,4.703431606292725,2791.47119140625,-2.8700804710388184,0.3201685097419695,0.044167983149025807,0.007240652975250132,5.269044558207194,9.433761342366536,160.0,26.0,30.333333333333332,818.6666666666666,1.0,3,0.25620598106838965,0.17435718573191428,177.7026867416265,0.06670405111376852,0.0222104464118628,0.006717930922681976,0.003653683277087393,0.07880637071307567,0.1574149079724064,0.0,7.54983443527075,12.741009902410928,240.58539717392102,0.0
A_sigma_5,G4,a_0p3,0.3,7.134090105692546,5.551439921061198,3356.03271484375,-4.3488467534383135,0.2316350710900474,0.028962611901000527,0.002698788836229595,5.1707987785339355,9.292735544840495,160.0,27.666666666666668,28.666666666666668,788.6666666666666,1.0,3,0.14989650148326428,0.05508130734895532,99.27830390323282,0.1385319140338707,0.0203281459500282,0.006045793840550307,0.002280214333292361,0.06657957148717086,0.11277837789034838,0.0,15.50268793897798,10.016652800877813,171.7012910066006,0.0
A_sigma_5,G4,a_0p4,0.4,8.48461389541626,6.604172388712565,4287.712972005208,-5.680604616800944,0.1882569773565034,0.02014218009478673,0.0028962611901000527,5.092101256052653,9.107923666636148,160.0,23.333333333333332,29.333333333333332,793.3333333333334,1.0,3,0.451397263814294,0.3431274372157036,361.35670418084345,0.1613235611223365,0.020007500255375243,0.005042316482939852,0.0007476182656398464,0.022916910265733854,0.07108287851969053,0.0,11.930353445448855,9.237604307034012,161.7693831765867,0.0
