epoch,train_loss,val_loss,val_rmse_det,val_mae_det,val_nasa_det
1,8928.062197580644,6171.4037851186895,79.10632798209991,70.53567316008777,5778125.125385958
2,3575.8410408266127,981.3249005048702,31.533462500024356,27.355068483812417,64546.55723684429
3,748.2938909715222,254.55628008720203,15.81538850292719,12.887544828701795,19191.903485246155
4,599.2006694178427,212.93611135238257,14.63003861078785,11.11062513173111,14743.877283253209
5,530.611131828062,224.9909165211213,14.613122438153402,11.283104068113536,20476.630164614817
6,519.1768814579133,180.3464684608655,13.374892916182343,10.120977411279833,12409.585448401765
7,494.3729415401336,131.9116798547598,11.436375321021227,8.264395719475862,10663.93488621265
8,486.7752663889239,165.36161822539108,12.851591560628325,9.021636161571596,17737.430978733588
9,477.03759056829637,202.92119727990567,14.309426514650074,10.080985012432423,16728.871143746004
10,454.6686377740675,153.30994602655753,12.301915348297296,8.424393324905294,14605.762007695652
11,461.24957019436744,167.51797063534076,12.942949822618278,9.34486146055586,12720.660834912334
12,448.2405259655368,152.902772854536,12.431548421588612,8.9552340823945,9972.395687520178
13,447.79688543504284,212.63636184961368,14.398944191410456,9.961537601405043,25449.97635763839
14,437.18369810042844,219.41087077214166,14.79195141327583,10.699803370188892,20978.212568834515
15,431.8081501622354,196.79918846717248,14.07139312715999,10.367331594131826,17840.724349482
16,420.3432884954637,173.120106892708,13.12100982827136,9.570348423767864,17490.554165352216
17,419.817528312437,162.97699534587372,12.75149136833391,9.139190911180604,14077.934908229197
18,414.71309302545365,218.80152912628955,14.819102378967,10.614869838298821,24242.951784504956
19,399.0372978948778,182.64586311731583,13.585356481327027,9.85225261701801,12090.961308786373
20,397.9730244298135,147.1925175495637,12.137689584352884,8.906159070594525,13148.751874517486
21,396.52054463048137,167.49070575909738,12.998722855102704,9.418815338223931,11759.928912116786
22,391.86455767231604,175.8356548700577,13.210309257808225,9.736293238110658,20703.54210862941
