epoch,train_loss,val_loss,val_rmse_det,val_mae_det,val_nasa_det
1,5552.92466545105,1680.5731059827303,40.88250678776574,36.39546130219767,4177739.403662283
2,1146.4337530136108,549.1407038638466,23.258426185415573,18.303343881496712,387120.12778135773
3,737.2089353402456,435.9532554224918,20.728859721659607,15.706636907916424,156879.04962489492
4,658.3433027267456,411.3370995973286,20.21532652430894,15.399887790955788,174224.9790439646
5,635.3231567541758,391.0428804698743,19.601472174176628,14.494192754887353,183094.8759110893
6,590.9441855748495,417.4665043680291,20.41677718359278,15.099052553965041,116231.86166771415
7,568.6877512931824,378.1736074748792,19.39951883199938,14.36475188976477,146200.50942369495
8,546.5346771876017,425.914698229338,20.592874962928793,15.415351010078242,116465.91942491037
9,540.3430970509847,438.2854066949142,20.88604011184293,15.23130275876069,125580.0571817019
10,523.8718690077463,555.1312041433234,23.56950590715111,16.516883205835484,219948.23485938465
11,518.2015810012817,415.90908175016705,20.35653413729395,14.516538285893843,139315.31296660454
12,492.1111506621043,387.55349788665774,19.622631603046596,13.33567209383673,147707.88075194563
13,481.3087035020192,397.56856251766806,19.82757864420363,14.733269237565601,110406.706630526
14,469.600044965744,427.5186379181711,20.644701899323856,14.686741484807543,124454.31999489068
15,460.4109075864156,560.3287376805356,23.674212037817348,16.118943498154316,215965.92575277708
16,446.15236194928485,383.7521632144326,19.484620728409926,14.780639109729735,104058.78199385249
17,421.3466401894887,380.9896694986444,19.36353816491509,13.61255582234091,160732.14998996226
18,427.9821674823761,404.7343494013736,20.073349470762142,14.657490375416337,140111.52545643953
19,401.56048993269604,432.55034613358345,20.777295337874094,15.004662442167929,124905.17763414638
20,393.236586411794,369.8878749445865,19.138916477970966,14.08422578961396,114729.85624858788
21,389.4972651004791,488.2249016811973,22.04068883444525,15.49444946978703,161816.0868352874
22,370.18251125017804,409.31151614942047,20.201538115738618,13.736753808328928,133663.1875512654
23,359.0868798494339,430.2607766000848,20.667641538181176,14.101511036305387,155418.4591908888
24,348.01112218697864,402.84852879172877,19.992136419719184,13.872186301365371,172952.21739512653
25,331.12090881665546,403.47384881471334,19.949162591710284,13.175920291222816,207937.63529287715
26,327.7089540163676,548.5384186594109,23.429314059714912,16.471335261006,168835.15303764745
27,319.09700429439545,384.15033300299393,19.543727981396078,14.14719962163405,135125.43742672764
28,306.3325707912445,376.72026989585476,19.26547836288597,13.320734510421753,148457.909549821
29,292.6311450401942,408.36400997764184,20.14669581507705,13.801520840747298,134970.65272651936
30,290.6759793361028,404.1718941839118,19.918607525127804,12.799127854473335,215385.48107964918
31,273.5399652322133,403.8988782079596,19.93539879686733,14.293522032982061,163129.1078697186
32,271.170382976532,430.4987231806705,20.672003073660086,13.667883971033017,158405.66274851095
33,263.4935238758723,388.0241476460507,19.615003589867527,12.919931599916506,151714.29264314187
34,261.6163182258606,408.23220124495657,20.150745356729555,14.201936334893723,129446.24970743177
35,245.0923453172048,420.7929637206228,20.43982666907081,13.913400996736259,129902.35843416344
