epoch,train_loss,val_loss,val_rmse_det,val_mae_det,val_nasa_det
1,5411.30581249711,1748.8401312770613,41.78995692352882,37.42426656678498,2477027.292735116
2,1221.3354351337139,460.24984428681523,21.4807399563412,17.961684670929152,204312.70770848438
3,729.9535061085718,564.7067820537521,23.785942739685012,18.60078934347367,128872.613826084
4,652.7728219116933,406.8278348072466,20.1974752646612,15.406140965850286,119235.8582940862
5,571.63980797762,441.19862439258986,21.03034327611746,15.702750719649254,111968.16331347369
6,532.0344288842917,410.9282302396843,20.300024973608025,14.83992044279677,142717.54450477305
7,510.8134424333742,365.3546283675964,19.134902548329787,13.964773985740424,161391.18973243725
8,490.82073107837925,428.51038820197783,20.729791586847565,15.084765374880186,127180.827983391
9,476.8026086028511,399.9776829179511,20.020392536981902,14.40567137096343,162070.95075636153
10,468.69360766890486,389.08922884837693,19.749152234775572,14.461910567846047,128653.8501179328
11,456.3495647723858,379.7022818599839,19.511616379219998,14.433868053504508,97757.17166399161
12,444.00888016379093,370.7822900795075,19.280397776513343,13.75621732799309,98023.80646653709
13,424.83411583533655,345.52950939500187,18.603771227605552,12.85539060035102,159328.20301573473
14,423.9029735136314,381.04093680324326,19.543299617294203,14.18089184568618,107671.78152127005
15,411.37963794956545,517.2396794974086,22.773232478143914,16.70324637666563,118905.43636647018
16,411.2674776336851,481.089100941118,21.962646279888567,15.705179343274496,132353.6315618866
17,393.0710100704396,405.36079604367177,20.15765716940792,14.831408426268386,100428.89924459448
18,380.0144669120834,388.1502462639866,19.706141453225516,13.494652102095184,293294.91373457335
19,370.8988486295621,420.9884611382542,20.54968367033202,14.702461169759939,122610.19122695173
20,361.64410720915487,366.1152403038668,19.151592054579595,13.959005614510444,189576.90455093095
21,350.5433331100193,483.4907472449613,22.022639214789947,15.679654691476427,112724.1880992789
22,338.54906824777817,346.52537095403096,18.638287752348003,12.98900472810257,127688.58716364155
23,329.3712890895866,364.65681820605175,19.127966786298444,13.49813076701938,131680.9468585118
24,317.39462153869266,325.7111892010792,18.073019370002225,12.995076645886376,110126.53005363332
25,307.0220448872041,389.91761459212705,19.756616564814784,13.50927832500435,282512.9445949381
26,300.8023173315285,383.12864223158505,19.579976852017285,13.82398999430216,238851.5232353534
27,293.2349672035353,335.0981375912586,18.336249872698207,13.227248299449707,91377.15235824834
28,294.80456714517265,314.48989985362596,17.757518401277647,12.764685578657655,151812.91105397104
29,275.95968993598893,378.3606319657291,19.479149871801482,14.008022826962408,108823.59374015265
30,273.4372173061032,338.5899745987122,18.423564773961502,13.014714296818816,184185.8510393053
31,261.7451730762008,347.76559305765545,18.670344366487136,13.541690194283436,96402.46189816241
32,256.2960604154147,354.24734678613135,18.85512837290758,13.017251385823167,163691.6286183091
33,252.30975292138095,312.1934614296419,17.68876279438796,12.20359187441167,197653.6588969083
34,249.73924282457702,328.3290208563747,18.130862774204218,12.392037669040228,252764.24460196134
35,241.96031861615603,355.17774117711076,18.87847607297503,13.223329231583794,145941.14138176807
36,232.07495139759672,307.78665170324854,17.56928524683593,12.375961587307595,125924.43536451223
37,228.97031054976424,326.6415046324213,18.094733798229445,12.551118015060014,168097.26018741875
38,225.58795734834388,341.6356594591256,18.49317833709903,13.003445366764888,192577.32680058244
39,221.4322937282585,322.41111040115356,17.968621676658522,12.102593350191894,221413.423531678
40,211.43430116190711,330.11371594164746,18.18878820636747,12.660791243692053,169213.7746504467
41,211.65363921216255,347.12943062150333,18.660730637586198,13.028729944235435,144213.71671116832
42,205.96308603230312,341.0721153580999,18.49060891916444,13.125978290217887,126663.4003669297
43,207.87804692736745,348.1732228980007,18.691238956637385,13.246679187102643,111663.7800003071
44,202.36081961908283,370.62293546745576,19.285724822408426,14.017764076980635,113291.85281260297
45,192.87176017084064,356.7705766608916,18.917102184913787,13.01730133457182,152421.55650253769
46,189.8484046529736,338.28913184246386,18.412004984603087,12.61754033552227,215224.39971075737
47,188.12096138677654,353.02249368414823,18.819892324633944,13.453406516528402,119517.83439046066
48,183.8607406616211,308.05958523807755,17.570790472949426,12.043994961383381,163238.02979296952
49,180.61996956548748,332.6126193540642,18.271380322583386,12.82036181607529,133066.66726107636
50,176.45771074012893,335.15807280483017,18.335364342915295,12.523719965876438,171560.19012067665
51,176.2921209843201,344.3945621122797,18.59140374377099,12.754294937223198,172121.73081192214
