epoch,train_loss,val_loss,val_rmse,val_mae,val_nasa
1,6408.151275952657,1907.4458072060033,43.65377508484763,40.31180335494113,1397437.1530481644
2,825.0579110781351,529.2037981535259,22.773776456500283,17.082064951510468,417178.6234369483
3,364.730705221494,454.98149704180264,21.208147256814712,14.407936678169188,288044.06920711236
4,290.85644535223645,412.17667506243055,20.079071967886254,13.466149038450776,256810.63189402514
5,252.45175834496817,428.25045092733285,20.41064773787137,13.002876977033852,381468.05611509585
6,215.05962123473486,376.4323483642779,19.288375480950922,12.726149367005371,178670.44328294267
7,198.88033004601797,346.90846519470216,18.504989794827445,12.458043677550702,165852.06334756332
8,191.44793287913004,416.08956105834557,20.322978207714627,13.339176774231856,146168.03505678126
9,167.62774988015494,361.53454815713985,18.934419966516092,12.568508514702813,127915.2255908486
10,155.84273533026376,403.0930462285092,19.914298116672835,13.311418771103394,142370.5365755717
11,147.9115663766861,327.60593896414105,17.93861164688456,12.192947449644736,134950.48343752846
12,141.1706493695577,343.20609354470906,18.427139480803024,12.12311954471198,147665.68043885202
13,129.76241609454155,369.51885844280844,19.19375103956646,12.938102654376307,101504.26635795466
14,130.46143571535745,365.85391081759803,19.082770598560177,12.595956766068443,110460.3367011544
15,113.58180238803227,395.1226226907027,19.72188954203132,13.052942349280208,295287.1209857744
16,107.36666342616081,394.9148311338927,19.780963021648144,13.018865549027428,127804.17951781786
17,110.90920509894688,420.4409342113294,20.46520558116815,13.767455481135649,117348.4877198796
18,106.21975737810135,448.39153765628214,21.0926213820745,13.880348900411247,179746.8242817844
19,98.66184696555138,356.7198466351158,18.774721118410326,12.30482629641521,198239.67046231581
20,93.6935168504715,379.1172871840628,19.367889335623953,12.782662499347502,151127.0669316506
21,95.42065823078156,349.00913204895824,18.528272286532047,11.942215949040799,146615.4344109406
22,101.07162330547969,413.0913598060608,20.228317428007664,13.575344319980253,103369.9601831797
23,88.72174096107483,382.29497993870785,19.53306127243657,13.198782002209139,107950.47403691555
24,83.20745207866032,443.28365022759687,21.0632748198879,13.826106664405382,121812.64342068866
25,89.12593552470207,365.3062914572264,18.97441827456106,12.477564790985308,193400.5164252161
26,82.38763547937076,406.29243156533494,20.115160162736444,13.545038373486316,116381.94838714963
