run_dir,num_samples,rmse,mae,nasa,pred_std_mean,pred_std_std,abs_err_mean,pearson_unc_abs_err,spearman_unc_abs_err,ece_abs_err_vs_unc,top_bottom_error_ratio,coverage_1sigma,coverage_2sigma
seed_123_a_0.04,100,14.643518812137554,10.83295883655548,325.84501643312024,10.530981557369232,6.261468080528702,10.83295883655548,0.29820824475330104,0.3798499849984998,4.092322261333465,3.199585387696597,0.56,0.82
seed_21_a_0.04,100,14.167943213746906,10.423243594169616,311.1293329471311,10.480304177999496,6.155625863940498,10.423243594169616,0.2049196944960569,0.2229102910291029,4.425212212800978,2.1362366960169283,0.51,0.8
seed_42_a_0.04,100,14.83377086116426,11.259215965270997,481.29920113818565,11.139643664360046,6.195219943385003,11.259215965270997,0.3057397663090882,0.3443144314431443,3.3815786600112916,2.715649163613572,0.56,0.79
seed_7_a_0.04,100,14.951555811183972,10.8582803440094,378.4900721871642,11.66524859070778,7.034433725863249,10.8582803440094,0.26840586591827625,0.28636063606360634,4.849844268560409,2.670801967375875,0.57,0.79
seed_87_a_0.04,100,15.316148188985991,11.06302433013916,387.6893413858233,10.063936758041383,5.662109878750174,11.06302433013916,0.26778090524803,0.3879147914791479,4.293637332916261,2.8777241687836317,0.54,0.8
