epoch,train_loss,val_rmse,val_mae,val_nasa,val_bias,val_over_rate,val_danger_over_5,val_danger_over_10
1,0.9040420403083166,47.671627044677734,40.103946685791016,632346.8125,-24.88828468322754,0.32484848484848483,0.2902164502164502,0.25575757575757574
2,0.3167399974125955,6.9560089111328125,5.444735050201416,4134.576171875,-1.997778058052063,0.3322943722943723,0.13904761904761906,0.044848484848484846
3,0.03673234595744698,5.733548164367676,4.358702182769775,3201.542724609375,-0.7176963090896606,0.42458874458874457,0.14683982683982685,0.029264069264069263
4,0.03289880484549536,6.182178020477295,4.5259599685668945,3162.69482421875,-3.044527530670166,0.24536796536796537,0.045021645021645025,0.0038095238095238095
5,0.0313579294209679,5.54544734954834,4.016188621520996,2763.45458984375,-2.350104570388794,0.26995670995670995,0.05437229437229437,0.0058874458874458874
6,0.03198174975329527,5.248440742492676,3.8039045333862305,2596.51171875,-2.0496227741241455,0.2872727272727273,0.05887445887445888,0.004329004329004329
7,0.030457975618817187,4.955222129821777,3.5105600357055664,2517.585205078125,-0.5711044073104858,0.42095238095238097,0.1006060606060606,0.008658008658008658
8,0.03181321943109786,6.696475028991699,5.185048580169678,3579.69970703125,-4.350689888000488,0.16017316017316016,0.02077922077922078,0.0005194805194805195
9,0.02916564859656824,5.6192498207092285,4.187371253967285,2831.54443359375,-2.8666114807128906,0.23722943722943723,0.039480519480519484,0.0019047619047619048
10,0.02919537146334295,4.809348106384277,3.245784044265747,2452.14599609375,0.20625583827495575,0.4514285714285714,0.12883116883116882,0.023722943722943722
11,0.03176552548797594,5.082652568817139,3.5257034301757812,2450.94287109375,-1.6226956844329834,0.32606060606060605,0.05281385281385281,0.00329004329004329
12,0.030476728954386932,5.2480788230896,3.8724255561828613,2650.374755859375,-1.9813436269760132,0.29887445887445885,0.06303030303030303,0.006406926406926407
13,0.03210632551323484,5.132134437561035,3.659010171890259,2713.09912109375,0.14623810350894928,0.48467532467532465,0.14632034632034632,0.016623376623376623
14,0.028284987952146266,5.233626365661621,3.6710569858551025,2579.397705078125,-2.0351333618164062,0.2917748917748918,0.0470995670995671,0.0019047619047619048
15,0.028486745552746235,5.80299711227417,4.3417558670043945,2932.34033203125,-3.269359827041626,0.2077922077922078,0.02961038961038961,0.0015584415584415584
16,0.02881388919841912,4.96559476852417,3.446597099304199,2411.1943359375,-1.2537662982940674,0.3352380952380952,0.08,0.006060606060606061
17,0.029019912566851686,4.874011993408203,3.282775402069092,2402.020263671875,-0.4641416072845459,0.4114285714285714,0.10008658008658008,0.008831168831168832
18,0.02956885587493027,5.1094255447387695,3.6288750171661377,2501.762451171875,-1.9955087900161743,0.2947186147186147,0.04623376623376623,0.0015584415584415584
19,0.029735823179146758,5.40909481048584,3.8488872051239014,2608.80908203125,-2.7332048416137695,0.2451948051948052,0.02406926406926407,0.0006926406926406926
20,0.029369495084716216,4.77506160736084,3.218996286392212,2388.13623046875,-0.24818511307239532,0.43982683982683984,0.1058008658008658,0.008484848484848486
