epoch,train_loss,val_loss,val_rmse_det,val_mae_det,val_nasa_det,linex_a
1,1.7249809747718903,0.5921177272213979,34.418138070121636,29.24808977929305,380478.53005995345,0.04
2,0.5488310885357569,0.40552721984600754,26.63291204609326,21.813542361204153,157623.05561689768,0.04
3,0.49201711581414004,0.3749792817770765,25.771893574543324,21.14374081806016,134065.07987533277,0.04
4,0.43744777107095145,0.37876073438464924,27.019485304534353,21.721637808666497,155243.33038507798,0.04
5,0.4157277448439454,0.4135214943396911,28.855837655949728,23.234968301699777,192202.48226188967,0.04
6,0.38067568012748854,0.2830218423702074,21.384957818642597,17.38904774991183,77149.95424522123,0.04
7,0.34846474014850987,0.28138581715691624,22.169779433408724,18.01373826600354,77158.71393511268,0.04
8,0.3337633759681001,0.2904850676697627,22.311000257656342,18.043853078222874,88768.51023142016,0.04
9,0.32631036396845275,0.2569874713636851,20.4922501497201,16.730490361755457,62990.528148712736,0.04
10,0.32449525760778464,0.25234464202285484,20.17811869631391,16.17329886079109,67758.33153522451,0.04
11,0.29931334513856706,0.23492339247147018,18.683209155276394,15.323288185693151,53611.772208768794,0.04
12,0.3049577098474445,0.2349570942519421,19.15508988291724,15.563014647465417,56421.54326523754,0.04
13,0.2836731556039977,0.26101772451584926,20.947907213148323,17.19772781442494,67294.53313261786,0.04
14,0.28359753252512,0.24414838451808424,18.754706450639414,15.218762104418799,62093.53253655185,0.04
15,0.27424188371164254,0.23901239626653745,19.946266360181106,16.226113547682658,59032.63999201283,0.04
16,0.2632993471371122,0.23285866285977738,17.792169568579986,14.339032856324975,57831.00725196102,0.04
17,0.25774021190871677,0.22015679227920731,18.220596814804665,14.825963146648133,51364.77017150889,0.04
18,0.24619111355887838,0.2574326767261778,21.60532720590866,16.656062339119348,83185.77349166683,0.04
19,0.2457300511200026,0.26181497977355894,20.392287193597486,16.261671439934688,72750.32766134167,0.04
20,0.23624972388686905,0.23364303234880895,19.687458185586962,15.525759792251884,63348.07122151951,0.04
21,0.23191079394106406,0.26316896579071375,17.691930765388765,14.126890176837584,70179.73398938884,0.04
22,0.22744861608707762,0.22498885950261957,18.72652564418309,14.904163134758802,61260.31706235802,0.04
23,0.2249569368200848,0.22548660525026615,17.596269006557296,13.972607131339563,59105.50460060677,0.04
24,0.2238097975412047,0.23626618716196063,17.19405496883622,13.086372595963192,70424.72780979073,0.04
25,0.22067617261445666,0.24421551344351153,18.564234110828277,14.467877218654477,67587.26591338305,0.04
26,0.2074678897947432,0.23714520127167193,20.32252750356478,15.842175992374951,69661.4056037749,0.04
27,0.20962440998977924,0.22066414892003777,16.86778378430292,13.505063444106836,52693.82488593356,0.04
28,0.19996717958206153,0.22434501813494423,17.28089734056501,13.293985391984645,61687.33722419167,0.04
29,0.1988693000860961,0.23943079275529036,19.53064219784669,15.139874934284629,67001.48419974034,0.04
30,0.2035818358052926,0.23626674771350756,18.56340022193528,15.074065944125469,57817.298710528834,0.04
31,0.19593040034713516,0.23809112330082427,17.557768541469468,13.651879959345413,64133.09140150153,0.04
32,0.19531135027667126,0.25559026793984885,20.651789516294595,15.852865862238401,79578.23162685357,0.04
33,0.1892442077129002,0.22716437638057083,16.826738316969504,13.278273075771517,58815.26768760002,0.04
34,0.18656698459512497,0.24117373915786824,17.327311064379273,13.62842325332926,61883.62894786491,0.04
35,0.18178368880447135,0.23290745912935962,16.68829223600269,12.926898998688106,62723.62939316133,0.04
36,0.17858291650751987,0.21834457367449328,18.340256402135402,14.042942940777163,56741.53544484318,0.04
37,0.1752872101468853,0.22525862615890382,16.891149199898976,12.705208950556125,68953.28996828292,0.04
38,0.17539152927158108,0.23336545422966226,17.503392893462983,13.553272720330666,65645.14368953469,0.04
39,0.17308602930910616,0.22550204923125297,17.128672089855478,13.121956047809967,56614.09106420542,0.04
40,0.17455090941434884,0.2473048543390096,17.992349052893736,13.300053996323737,80108.71016647914,0.04
41,0.17070774902331542,0.2685120538546798,18.301749680814137,13.7792479934282,89885.70675848908,0.04
42,0.17327991877514196,0.22817149165013198,17.4188227322823,13.811777812222454,59800.00345013118,0.04
43,0.1689542660781418,0.2546383427518807,20.175779626637908,15.672685425408607,77061.3538289535,0.04
44,0.16468778429889536,0.21730682983199198,16.46227488772496,12.547932105358246,58963.85028979319,0.04
45,0.1668919554227088,0.244023243153698,16.737042235186735,12.8696024065548,73005.8112755382,0.04
46,0.16426148952310343,0.23635079306707288,18.485685433855586,14.347697119913798,65162.187642683304,0.04
47,0.16037150375904088,0.2256177281123701,18.31767689299858,14.08380419652357,61983.5064993639,0.04
48,0.15806931320084147,0.24310942000468796,19.494203817922774,15.05176300776201,70358.24271719031,0.04
49,0.15577590752796955,0.22564242145025662,17.627414276281392,13.21302410892117,62415.96698244816,0.04
50,0.15701134500643574,0.2739143657675955,22.142438094158322,16.701265724397285,97506.73669781839,0.04
51,0.1601633881274835,0.25559260020179025,17.489355843197853,12.9526148564376,78497.12834523409,0.04
52,0.15645789381969405,0.2301118028967568,17.599810652469248,13.594532061366248,62577.46663857937,0.04
53,0.15734668484473802,0.24739503690951994,20.46090499272666,15.578219385976304,76564.60882046536,0.04
54,0.15882633211293135,0.23313412860328897,18.20826231443665,13.920145104369253,63491.703707544635,0.04
55,0.15310768765139293,0.23904377797597579,17.425825763523516,13.273889103124938,68336.3978725409,0.04
56,0.15645119873245797,0.23748350520147365,19.52281887658391,14.787063767303296,67955.72286264549,0.04
57,0.15494180300149574,0.23494450444502107,17.349557130939203,13.534029907054641,61785.31783938982,0.04
58,0.15347809726035738,0.2567503723954217,21.00419282700253,16.018772341750335,80070.29239324002,0.04
59,0.15217939138143177,0.2444114177749398,16.389775433334297,12.650211281199697,76138.98533063146,0.04
60,0.15059136300830236,0.22631561615912432,18.1517566583113,13.575049601340897,62779.58041642675,0.04
61,0.14708839329969453,0.2287391149491239,17.38750735090546,13.100718958263421,67002.81439571865,0.04
62,0.1526841918477811,0.24956934727477223,20.265475726232854,15.39247293706191,75793.6482051462,0.04
63,0.14734243675617567,0.24775186748233405,17.62206750346814,13.262438281185757,66684.54483509013,0.04
64,0.14894493577261286,0.23239395318531922,17.060388066680584,12.605282152777797,65515.674059182726,0.04
65,0.14485206971146974,0.25392634395426245,19.357862484428953,14.543425690754127,77621.01667801119,0.04
66,0.1500327160963452,0.23537380756873094,18.185469534530213,13.542494827062447,67887.41975209254,0.04
67,0.14735174742358995,0.24672824950114394,16.810675161319615,12.935588946020749,74989.5243106678,0.04
68,0.1473699657313795,0.2549571691059999,20.53789094467939,15.832393052959223,77063.59697737863,0.04
69,0.14838322092700434,0.25163323137113885,18.436017073230367,14.238162011367274,72244.28953517802,0.04
70,0.1462290837508009,0.2576176013923093,16.435255229816892,12.590993255223767,80545.7457950972,0.04
71,0.14643227427928562,0.23609323243955882,17.714684937931032,13.233550140915538,71058.00072346175,0.04
72,0.14762631669101944,0.257372835964969,20.271460715852786,15.224919820562262,82355.72706939242,0.04
73,0.1463932136006384,0.2604444426683228,20.356266328332005,15.429843418404383,85662.92485854519,0.04
74,0.14685447383896413,0.24333884631900976,18.99392747982743,15.039038046537426,64876.27116715982,0.04
