epoch,train_loss,val_loss,val_rmse,val_mae,val_nasa
1,6190.794528430528,1709.3341905243542,41.33465752462922,37.616633034758074,2819555.600292976
2,800.1100209153543,429.95003525091676,20.706147499425246,15.688695023017562,305171.12712469656
3,357.6085057296152,419.84848198598746,20.43401161005468,14.201912273136376,324909.65124859137
4,269.4217566542738,417.1440424043305,20.348859341950536,13.042819172224881,488518.16790830356
5,227.98187936697732,388.2810356811601,19.632237377412647,13.288082470164778,382479.29053586046
6,196.96950404850517,367.2597210115316,19.11041780652969,12.424006948685909,413687.4514038677
7,183.25786198092882,401.79712087037615,19.992454492340986,12.599323002822407,475790.86875513743
8,163.15200279015568,422.7354674850191,20.493522531783125,12.39955460789067,559349.5707002619
9,140.60669768325926,440.05312961218306,20.90007456362197,12.608850452556723,611230.9865512045
10,148.15729336475763,454.78547452420605,21.23567725242786,13.079292002606456,635186.6288173964
11,131.74409260587117,407.6256621881407,20.13044097031364,12.22187174017922,501272.8980408608
12,124.13457855464905,373.010795233201,19.25239617648514,11.978534824171279,450894.8720280667
13,124.49139346225368,411.0531034956173,20.232321790627367,12.822039848033718,424947.0063042185
14,119.42112777990306,408.1395595754896,20.11133339257819,12.066219831830988,532168.3734471081
15,135.39455169517538,437.6733579051738,20.846230553549407,12.689770427921896,512533.5431354641
16,106.62862389231604,458.8498211782806,21.4054489133156,13.947815097574418,463802.62446176703
17,112.20836616375941,381.89202499146364,19.499289099463166,11.846025828060812,453412.9051211814
18,103.51985055317716,411.68065281303564,20.253160674334936,12.768622658431369,422800.55735252437
19,102.7645403143615,396.5803699177139,19.863951637052295,12.10894462805736,473476.4086014163
20,101.80573772320284,402.1222504134081,19.97574925042053,11.864330506016222,550746.547388775
21,92.64835120373823,367.79895063079135,19.11345851987318,11.319027926742478,524172.97886552004
