threshold,num_runs,num_units,unit_id_mean,unit_id_std,threshold_mean,threshold_std,num_windows_mean,num_windows_std,first_cycle_mean,first_cycle_std,last_cycle_mean,last_cycle_std,last_true_rul_mean,last_true_rul_std,last_decision_rul_mean,last_decision_rul_std,true_cross_exists_mean,true_cross_exists_std,pred_cross_exists_mean,pred_cross_exists_std,true_cross_cycle_mean,true_cross_cycle_std,pred_cross_cycle_mean,pred_cross_cycle_std,true_cross_rul_mean,true_cross_rul_std,pred_cross_rul_mean,pred_cross_rul_std,pred_cross_true_rul_mean,pred_cross_true_rul_std,action_cycle_mean,action_cycle_std,action_true_rul_mean,action_true_rul_std,action_pred_rul_mean,action_pred_rul_std,preventive_action_mean,preventive_action_std,protected_danger_mean,protected_danger_std,failure_event_mean,failure_event_std,unnecessary_maintenance_mean,unnecessary_maintenance_std,early_lead_mean,early_lead_std,maintenance_cost_mean,maintenance_cost_std,failure_cost_mean,failure_cost_std,total_cost_mean,total_cost_std
5.0,5,20,47.85,30.16401001193309,5.0,0.0,212.19,48.98422092878481,1.0,0.0,212.19,48.98422092878481,0.0,0.0,4.611064752340317,1.3249665684278888,1.0,0.0,0.63,0.4828043081829324,207.19,48.98422092878481,205.25396825396825,48.50493944867499,5.0,0.0,4.469092554516262,0.3770489991941049,2.888888888888889,2.5267528010893843,206.94,48.86651614346986,5.25,0.9420721840708386,4.606836608478001,0.28876777805506154,0.14,0.34698703145794946,0.14,0.34698703145794946,0.86,0.34698703145794946,0.08,0.2712931993250107,0.25,0.9420721840708386,0.1525,0.37962975383918474,8.6,3.469870314579495,8.7525,3.0921058762597378
10.0,5,20,47.85,30.16401001193309,10.0,0.0,212.19,48.98422092878481,1.0,0.0,212.19,48.98422092878481,0.0,0.0,4.611064752340317,1.3249665684278888,1.0,0.0,1.0,0.0,202.19,48.98422092878481,202.95,48.01924093527511,10.0,0.0,9.041183376312256,0.66099822866735,9.24,3.23765347126588,201.25,48.315706555943066,10.94,1.8752066552782924,8.893623265353115,0.7322518906336193,0.44,0.49638694583963433,0.44,0.49638694583963433,0.56,0.4963869458396343,0.33,0.47021271782034985,0.94,1.8752066552782924,0.48699999999999993,0.554825197697437,5.6,4.963869458396343,6.087,4.415136577728938
15.0,5,20,47.85,30.16401001193309,15.0,0.0,212.19,48.98422092878481,1.0,0.0,212.19,48.98422092878481,0.0,0.0,4.611064752340317,1.3249665684278888,1.0,0.0,1.0,0.0,197.19,48.98422092878481,197.69,47.36743501605296,15.0,0.0,13.86984489440918,1.050938120707985,14.5,3.5341194094144583,195.99,47.95153699309335,16.2,2.16794833886788,13.98983097076416,0.9592131862896152,0.43,0.4950757517794625,0.43,0.4950757517794625,0.57,0.4950757517794625,0.36,0.48000000000000004,1.2,2.16794833886788,0.49,0.5703069349043548,5.7,4.950757517794624,6.19,4.3873967224311965
20.0,5,20,47.85,30.16401001193309,20.0,0.0,212.19,48.98422092878481,1.0,0.0,212.19,48.98422092878481,0.0,0.0,4.611064752340317,1.3249665684278888,1.0,0.0,1.0,0.0,192.19,48.98422092878481,192.35,46.977734087544064,20.0,0.0,18.656315002441406,1.10487671156919,19.84,3.908247689182455,190.74,47.83798072661512,21.45,2.639602242763102,18.92183622446927,1.110920028091769,0.44,0.4963869458396343,0.44,0.4963869458396343,0.56,0.4963869458396343,0.36,0.48,1.45,2.6396022427631025,0.5125,0.587382967066632,5.6,4.963869458396343,6.1125,4.386914490846613
25.0,5,20,47.85,30.16401001193309,25.0,0.0,212.19,48.98422092878481,1.0,0.0,212.19,48.98422092878481,0.0,0.0,4.611064752340317,1.3249665684278888,1.0,0.0,1.0,0.0,187.19,48.98422092878481,187.02,46.02086048739202,25.0,0.0,23.33447973251343,1.3252668654628208,25.17,5.470018281505099,184.89,47.00593473169106,27.3,3.5707142142714248,23.675520935058593,1.121678425850382,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.49749371855331004,2.3,3.5707142142714243,0.6150000000000001,0.6299801584177076,5.0,5.0,5.615,4.387126052440253
30.0,5,20,47.85,30.16401001193309,30.0,0.0,212.19,48.98422092878481,1.0,0.0,212.19,48.98422092878481,0.0,0.0,4.611064752340317,1.3249665684278888,1.0,0.0,1.0,0.0,182.19,48.98422092878481,181.65,45.475350465939236,30.0,0.0,28.184532051086425,1.3242945803423887,30.54,6.568744172214351,179.29,46.710875607293,32.9,4.401136216933078,28.32632380265456,1.2810471508518466,0.52,0.4995998398718718,0.52,0.4995998398718718,0.48,0.4995998398718718,0.43,0.4950757517794625,2.9,4.401136216933078,0.6649999999999998,0.6612299146287923,4.8,4.995998398718719,5.465,4.360415691192756
35.0,5,20,47.85,30.16401001193309,35.0,0.0,212.19,48.98422092878481,1.0,0.0,212.19,48.98422092878481,0.0,0.0,4.611064752340317,1.3249665684278888,1.0,0.0,1.0,0.0,177.19,48.98422092878481,175.38,44.98994998885862,35.0,0.0,33.4201155090332,1.4471915565512967,36.81,7.079117176597658,173.39,46.265082945997186,38.8,5.037856687124,33.38358779031722,1.5394463667014588,0.61,0.4877499359302879,0.61,0.4877499359302879,0.39,0.4877499359302879,0.54,0.49839743177508444,3.8,5.037856687123999,0.8,0.6704848991588104,3.9,4.877499359302879,4.7,4.2425876537792355
40.0,5,20,47.85,30.16401001193309,40.0,0.0,212.19,48.98422092878481,1.0,0.0,212.19,48.98422092878481,0.0,0.0,4.611064752340317,1.3249665684278888,1.0,0.0,1.0,0.0,172.19,48.98422092878481,170.05,43.96916533208243,40.0,0.0,37.89783237457275,1.8401868397680934,42.14,8.19636504799536,167.76,45.38174082161238,44.43,5.995423254450014,37.99496078491211,2.054390362060351,0.57,0.4950757517794625,0.57,0.4950757517794625,0.43,0.4950757517794625,0.53,0.4990991885387111,4.43,5.995423254450014,0.7915000000000001,0.7248811971626798,4.3,4.950757517794624,5.0915,4.269490923986137
