epoch,train_loss,val_loss,val_rmse,val_mae,val_nasa,linex_a
1,2.593067244359642,1.811461231193027,74.11803887675161,65.1428414201293,3754570.963247242,0.04
2,0.8651836153807914,0.3238597179989557,20.19399714871987,17.349314867870746,32613.205125577504,0.04
3,0.20326918861858403,0.282408970961901,19.830237956062756,14.925946026587022,32031.071250716755,0.04
4,0.1399427909570135,0.23082894977886934,16.53924094307275,13.205631631806757,20826.14641326469,0.04
5,0.0985824102476524,0.19067831881142952,16.082135034720334,11.973867161626142,19460.743579219325,0.04
6,0.07352582125621997,0.17746690987936548,13.871216050029714,9.433659867434711,16926.759274135547,0.04
7,0.059213275386459506,0.16834339169735038,13.397411047413664,8.898295366058058,16452.61709585342,0.04
8,0.05354904657478925,0.1626398463960032,14.77502461450983,10.193477949359007,16084.401450782902,0.04
9,0.04590953683634852,0.1872773563892052,14.241164345612752,9.177514312840803,19582.752839631445,0.04
10,0.0414682914307163,0.18689384052177538,14.59598087010785,9.210999403863717,20098.717853465747,0.04
11,0.037544797477164084,0.19391839261594657,14.865429581534045,9.252667094309226,20939.390045190714,0.04
12,0.03718185625305981,0.2118630057100106,14.959687709894625,9.343546548966927,23167.055095624124,0.04
13,0.030352652547465768,0.19275695677041202,14.256964397368248,9.054132960818626,19472.976299715378,0.04
14,0.03279967950123131,0.19739248822569042,14.724653518528577,9.378237559849795,19675.818678913645,0.04
15,0.02841426135533175,0.1914828962369545,14.7569407664966,9.23705091021974,20136.74388333423,0.04
16,0.024641002727091122,0.21268806750005162,15.577822580418308,9.323856700712458,23223.121777121552,0.04
17,0.023512872428318878,0.19717892694815592,15.639749606238537,9.700382365938827,21828.456117368136,0.04
18,0.021262358856286592,0.2142524724524166,14.880214132776713,9.33383000491538,22453.854996986338,0.04
19,0.022590158851283373,0.20214083362874147,15.586461547405444,9.419285301903194,23039.78674969777,0.04
20,0.020233382903941118,0.2557844692664976,15.516503604335318,9.353453033025096,30302.527282000447,0.04
21,0.01726424885664586,0.24311678979948564,15.632549869178705,9.406690018397967,28611.490208810534,0.04
22,0.01574574587688704,0.2008884674995332,15.254137986019188,9.486094614054727,21394.703574825548,0.04
