epoch,train_loss,val_loss,val_rmse,val_mae,val_nasa
1,8551.591064453125,6942.4923095703125,83.58878299630308,73.47857785125109,9371648.757543335
2,5158.49067570613,3081.9233741760254,55.725373340396445,46.79907716339194,709901.85595266
3,1641.9914541391227,517.5132114887238,22.83913175651613,19.61141763382051,29194.799049444282
4,293.8754576462966,253.26152181625366,15.953036831605013,11.852649606723954,19185.88880096481
5,180.19660216111404,245.34070926904678,15.71394647756354,11.182824065989974,27402.856661855476
6,132.57241715651293,198.89159532636404,14.154654702846871,9.777980924100307,11277.549532470966
7,104.8855486356295,214.12065656483173,14.672898792659646,9.489183960996643,28331.700717575906
8,84.12656393784744,199.3120274990797,14.160523298986448,9.610394150048046,17332.424332023387
9,67.33582743131197,191.43146894872189,13.86511117242994,9.286621704374708,17751.39065603174
10,60.325050221956694,178.36540031433105,13.39360620152763,9.031398175473695,10364.167148374114
11,52.94208617577186,206.1681091338396,14.404545875206686,9.578869898795965,12913.577824595905
12,47.10176988748404,167.132704526186,12.94077896129421,8.70634946175703,12576.37197502478
13,35.7704561820397,158.95039254426956,12.62116311543521,8.285383231354462,10612.840534515002
14,33.628285481379585,211.35995738208294,14.569069044371137,9.903028278497164,14407.015129158535
15,36.96636994435237,210.3907269835472,14.516748002388859,9.55914705678384,20130.878325400357
16,28.96032896775466,230.234617061913,15.229221983088198,9.855460463732488,13732.576983758254
17,29.473566612830528,162.15240663290024,12.771377526640844,8.534944590556302,11008.78671760581
18,23.43852331454937,190.46106374263763,13.832084613022074,9.16268010578391,16493.152012981453
19,20.716104155320387,176.32863421738148,13.319598840984876,8.938590157368857,12314.437865382779
20,29.175478311685417,170.4567335471511,13.0711379891005,8.115494387831133,19654.48215135313
21,24.794034363673283,208.45767276734114,14.493954280588936,9.395502686786758,12562.024466793819
22,26.727598293011006,170.51870498806238,13.087248544773024,8.49650393164061,15765.923100730435
23,23.87356511629545,189.58626470342278,13.812723830539644,9.101107844231136,12600.9542131419
24,20.080338690831113,179.30246671289206,13.426678139352966,8.95045807029308,12884.554780868199
25,18.51918785388653,191.6132091730833,13.87248835604169,9.207422741918808,16851.84818597099
26,16.310564914116494,314.3870901018381,17.798537575840808,11.900745375838238,18559.80187849607
27,15.78581355901865,196.39475378021598,14.050629874158295,9.01380669835077,20540.158403346395
28,15.66110601425171,224.80754348635674,15.036819081387344,10.189977131723419,17791.051142546017
