epoch,train_loss,val_loss,val_rmse,val_mae,val_nasa,linex_a
1,1.856034123740698,0.521308564929047,26.716507427469683,23.527312308970956,189466.47170808335,0.04
2,0.32771180605417805,0.3043765215052649,20.50045012319699,14.588292556607325,132079.44309838073,0.04
3,0.22285836821323948,0.2733390187901078,18.586391904906336,13.212448557032078,92935.2416278661,0.04
4,0.19149350753348124,0.25642791183458435,18.918910213264496,13.142618587410094,95169.8827159395,0.04
5,0.16683800344012287,0.25599416528800223,20.48747845368373,14.174828968718101,108634.1409801844,0.04
6,0.15176102599423183,0.25836097727520296,18.313172747122,12.731401626619057,98998.92248461582,0.04
7,0.13573487730402695,0.22896526234619546,17.90410345135311,12.216922767355078,83905.89436520147,0.04
8,0.1319550223844616,0.260935022777906,20.674793022797832,13.909355940554097,124000.80193449264,0.04
9,0.12020430510961695,0.23978520616550336,18.580555910661392,12.494730132818457,97349.83228395467,0.04
10,0.1149481173114557,0.28406429429058777,17.894793563814268,11.609220743372216,118598.09510797396,0.04
11,0.11188041734460154,0.2846648094027933,17.347550746987423,11.271425744890461,105984.92608425468,0.04
12,0.1101720118993207,0.23881536309202814,17.309132676446744,11.511432289484409,82612.07870333576,0.04
13,0.10959599066133562,0.27798854742161555,17.802461676331315,11.751779781312647,102227.38685708304,0.04
14,0.10100813942324174,0.3211639442791541,17.224731803723547,10.884601355525838,135673.95449389043,0.04
15,0.09803605920782214,0.25118602114268623,19.825786438307304,13.408916806716439,109337.42002662671,0.04
16,0.09262413009020844,0.24320194441260715,17.627456759049434,11.348200403695532,94402.84727519276,0.04
17,0.09519731380829685,0.2840431951400306,16.865739071233502,10.860998814009445,103038.13993639241,0.04
18,0.08755751878611351,0.33528421057218855,18.878476528868056,12.745905807964126,142844.90097561118,0.04
19,0.09027295900802863,0.33556139478554026,25.69627787850644,17.88832907976061,213264.40341087442,0.04
20,0.08227396241732333,0.37539490076214677,17.737389679823604,11.2453600801207,153659.9457961088,0.04
21,0.08386291927216868,0.3223626366675352,17.181357905037736,10.366181596808977,140337.75755991778,0.04
22,0.07118241520304429,0.2842947978507539,17.60137716019423,11.397859504147782,109231.5459235943,0.04
23,0.07498529009324939,0.2411070369146388,17.3946466160896,11.074168714817665,94995.64504283814,0.04
24,0.08362038701184486,0.30968516696282106,17.742885103476727,12.08887111951524,112709.68254275678,0.04
25,0.07610026036242121,0.26530699104522215,17.83538107077748,11.47221336324097,101895.05369554559,0.04
26,0.07016013287203876,0.25963389350458826,17.442927769759805,11.663733497773643,92732.53781524855,0.04
27,0.07799764295157634,0.40896567121863064,18.205353579185022,11.43560307953124,221820.86752012564,0.04
28,0.06712633802702553,0.25321826357582605,17.648522109781656,11.21400878164817,100820.3518570179,0.04
29,0.06553734920330738,0.2920151958242059,18.444428110077745,11.963437262627007,121923.4441847386,0.04
30,0.07161385424827274,0.25379025819476203,17.603448805101365,10.948321847270533,102936.82197396479,0.04
31,0.06108089902095105,0.265561480423191,17.758849584543313,11.184514949425063,105191.12248649474,0.04
32,0.07742103793609299,0.25017960509755693,19.183492272837093,12.164265967198043,113585.97509821563,0.04
