epoch,train_loss,val_loss,val_rmse,val_mae,val_nasa,linex_a
1,1.7096801869262606,0.47231054557375163,29.159120539129383,24.426529331205472,182337.62254942104,0.04
2,0.33481179089588525,0.49029220586799716,19.90904640843028,14.287829944175083,178264.82138946463,0.04
3,0.23689067449707252,0.27066147318446493,21.357695050721386,15.628454258306503,87284.12870968858,0.04
4,0.17433599801458552,0.2423384964286563,16.593400962864266,11.731310312818483,59904.47732659924,0.04
5,0.14272723662165496,0.3048083774453725,16.2659223668902,11.884396123273218,74819.55033675666,0.04
6,0.12872653353143726,0.22407176926821828,16.883193109751797,11.84366780932679,55196.53514887287,0.04
7,0.12199070748801415,0.2221972463450518,16.649799907925242,11.698763755069779,51800.86647158768,0.04
8,0.10518949062249364,0.22136120605899626,16.289781925272994,11.538832163184884,50947.83553456609,0.04
9,0.0992708153603874,0.27831988736807584,15.852178810628205,11.179668866194396,69982.4975718018,0.04
10,0.09750222558012375,0.2328788737979639,16.975359931640998,11.716573227619069,59949.23245209316,0.04
11,0.09524818154922604,0.23552776321050634,16.141716293377772,10.944747058153096,57683.74467178847,0.04
12,0.08800426899240567,0.26894086979733534,16.59802520296815,11.2525482695367,69013.5161890313,0.04
13,0.09465950442004133,0.25039897577455605,16.22107856790425,10.89756313349121,63962.113445088165,0.04
14,0.08269598644733782,0.23288387006305786,19.35161655123862,13.278818624221403,67595.68296567067,0.04
15,0.07612295528135356,0.28695096349321214,16.678168801211964,11.276441270855726,73815.82756722554,0.04
16,0.08647743815324715,0.22578510633075094,16.953774451545627,11.347500868166296,59492.1941083226,0.04
17,0.07885724398687746,0.2843276944280748,16.079107444958705,10.923908245520131,74308.22281761735,0.04
18,0.07346063325479185,0.28897456979625913,16.49131623668731,10.851719921781688,77662.75928364463,0.04
19,0.07456436828219679,0.22942944465721227,16.879967050302234,11.598503870077838,58076.68494404474,0.04
20,0.06827035470805048,0.2760270347100604,17.33301055672754,11.670406440905076,76577.20245351653,0.04
21,0.08080481618819152,0.2816238922841219,16.861122801558395,11.371161257721573,74341.84164167054,0.04
22,0.06579405683252586,0.29156039835862724,16.18195135795693,11.019566185501322,77561.34338304876,0.04
23,0.06585260445373298,0.31862175408526355,16.74972029073632,11.102184290826663,85481.91547425397,0.04
24,0.061448649310413196,0.22530993989792214,17.914624420133002,12.362118502342456,60181.291150097706,0.04
