epoch,train_loss,val_loss,val_rmse,val_mae,val_nasa,linex_a
1,1.7505907337340156,0.46969770374042646,25.29578589000067,21.970333782985467,271440.5301370263,0.04
2,0.3325638311897989,0.27946809901646813,21.046703533516162,15.082583414973076,373289.43219054874,0.04
3,0.23549545538707042,0.26142496475949883,19.322281941494225,12.829216913095886,455658.52378727065,0.04
4,0.19462250904461217,0.246993354626228,19.76034514684346,13.279230776477268,511801.85310425254,0.04
5,0.17278667627357122,0.27572149067775026,18.140514619217768,11.574221622545815,445769.13956917875,0.04
6,0.15683437817365792,0.2574166159658712,18.322864407701253,11.827647522056154,371944.3189252156,0.04
7,0.1477245723051349,0.42815484257643016,18.921760254883907,11.25234044855215,558564.5865583643,0.04
8,0.13832634859510606,0.2529827249331438,19.956528307791103,12.910104074889926,485785.74349955877,0.04
9,0.12305868650710802,0.28501066888625526,17.682073910406476,10.691664600830848,459561.5936323864,0.04
10,0.11449954437771494,0.40173802123766167,18.65619629181861,11.094350140369782,438682.88337250135,0.04
11,0.11495938287984354,0.2703024758006997,17.55643437284906,10.445835492770538,431627.7562322968,0.04
12,0.10305360510084885,0.3139451207517057,17.518693601208426,10.414361086858692,439523.43203276664,0.04
13,0.10315423918364867,0.370754932243453,18.330940897592587,10.99702002478781,378568.36317314557,0.04
14,0.09981978338534438,0.27789958271825194,19.486736856751815,12.059600723346385,499970.7331320521,0.04
15,0.09380746810767907,0.30933670518083534,18.533349143718976,10.87145202423479,465855.3548183645,0.04
16,0.09099033528699337,0.2847600545335029,19.333857363108695,11.889982294904899,521370.22413231444,0.04
17,0.10171182227768297,0.22291061068333837,18.65059878907789,11.933557444457563,386436.58675324835,0.04
18,0.09075724696276069,0.38979474360085264,19.18961301317482,11.528908774923318,529369.490426468,0.04
19,0.08479596374267981,0.324212586858823,18.63286691160711,11.21564455208239,436228.3915844986,0.04
20,0.08084292994846352,0.2892149908240048,18.325596530822978,11.045937070735233,452511.82446443173,0.04
21,0.08203723187756351,0.34667396097805125,18.946131211954064,11.02940032945776,470452.178520478,0.04
22,0.08600983541859729,0.347386138570704,18.18235763950247,10.438289131775777,482016.0476742027,0.04
23,0.07965660840272903,0.2581228060571819,17.774258413099144,10.644141417198487,438339.6352492019,0.04
24,0.07474604292022274,0.3075356471865457,18.0836786903138,10.663305644406014,453700.72257735685,0.04
25,0.07524879228841914,0.2649400584418707,19.087001674737305,12.03380178932632,445590.4721234502,0.04
26,0.07126678675999791,0.341535091742265,18.89229969221523,11.015016004709814,524713.5328665645,0.04
27,0.06719192989620323,0.26262580576751915,18.313714503729017,11.04854554377876,427002.2117631597,0.04
