rul_bin,num_runs,num_samples_mean,num_samples_std,rmse_mean,rmse_std,mae_mean,mae_std,nasa_mean,nasa_std,mean_error_mean,mean_error_std,mean_abs_error_mean,mean_abs_error_std,median_abs_error_mean,median_abs_error_std,overestimate_rate_mean,overestimate_rate_std,underestimate_rate_mean,underestimate_rate_std,p_abs_error_gt_moderate_mean,p_abs_error_gt_moderate_std,p_abs_error_gt_severe_mean,p_abs_error_gt_severe_std,p_overestimate_gt_moderate_mean,p_overestimate_gt_moderate_std,p_underestimate_lt_neg_moderate_mean,p_underestimate_lt_neg_moderate_std,p_overestimate_gt_severe_mean,p_overestimate_gt_severe_std,p_underestimate_lt_neg_severe_mean,p_underestimate_lt_neg_severe_std
"[0,20]",5,16.0,0.0,3.9892870577821156,1.1116106757111406,2.9701035380363465,0.8492432616246377,6.31646318364678,2.527628975383236,1.760675585269928,1.2888635326099078,2.9701035380363465,0.8492432616246377,2.072586297988891,0.6999722620270868,0.6625,0.18791620472966136,0.3375,0.18791620472966136,0.1875,0.10458250331675945,0.025,0.05000000000000001,0.1625,0.1015504800579495,0.025,0.03061862178478973,0.025,0.05000000000000001,0.0,0.0
"(20,50]",5,17.0,0.0,8.630258650654454,1.1032543190188357,6.845291743558995,0.8439287054693498,21.767836811129726,5.221994739620083,1.9620305005241838,1.7749455380116357,6.845291743558995,0.8439287054693498,5.0411724090576175,0.38582759622824736,0.6235294117647059,0.10256232808330994,0.3764705882352941,0.10256232808330995,0.5058823529411766,0.11527010554273781,0.2235294117647059,0.07803823036130354,0.3294117647058824,0.1729051583141067,0.1764705882352941,0.06443794794178424,0.1411764705882353,0.08803899733585745,0.08235294117647059,0.028817526385684446
"(50,125]",5,67.0,0.0,17.400878948512744,0.5255093531973651,13.803624554534457,0.4320821705636403,348.8062928235084,56.34993953444437,-2.841170854710821,1.3663982917258641,13.803624554534457,0.4320821705636403,11.89617462158203,0.5066748112969657,0.4119402985074627,0.043871458079698694,0.5880597014925374,0.043871458079698715,0.8,0.06014758710331308,0.5880597014925373,0.026023277274869687,0.31940298507462683,0.054717321730816,0.48059701492537316,0.05536488654027285,0.23582089552238808,0.017405826551777023,0.3522388059701493,0.026023277274869694
