run_dir,rmse,mae,nasa,dataset_name,seq_len,validation_ratio,batch_size,seed,linex_a,dropout_rate,mc_samples_val,mc_samples_test,best_epoch,best_val_rmse,val_rmse,val_mae,val_nasa
seed_7_a_0.04,13.747908981633728,9.370653204917907,380.95109314897235,FD001,50,0.2,128,7,0.04,,,,12,11.217048517263896,11.217048517263896,7.442644689586786,8189.9272434375725
seed_21_a_0.04,15.665063117542585,11.282682867050172,668.8340814476672,FD001,50,0.2,128,21,0.04,,,,7,11.490834978016135,11.490834978016135,7.310288947817988,9940.177159139908
seed_42_a_0.04,14.630890018880082,10.424919471740722,417.96003419874154,FD001,50,0.2,128,42,0.04,,,,7,11.237241581441111,11.237241581441111,7.742902944392505,8937.903051614987
seed_87_a_0.04,16.102039392777574,11.489119753837585,495.87725902642023,FD001,50,0.2,128,87,0.04,,,,18,12.24742148550438,12.24742148550438,7.904015543131487,12340.113504134924
seed_123_a_0.04,14.961857124941309,10.525467329025268,627.919451744057,FD001,50,0.2,128,123,0.04,,,,7,11.79054520504225,11.79054520504225,7.952343128886086,8482.981424747128
