epoch,train_loss,val_loss,val_rmse,val_mae,val_nasa,linex_a
1,2.6758245718784823,2.106601505687362,82.81747465111367,73.83558092650543,8088346.066172463,0.04
2,1.2295068666721,0.4394389394866793,28.18597389853365,24.724112928545516,49402.88658842452,0.04
3,0.21502075903117657,0.18328131924040222,14.017358961876454,10.413177933744471,17008.144369506932,0.04
4,0.08865525661848295,0.14599312074776544,13.184899200879896,9.09240629977284,14696.39964700643,0.04
5,0.06646555700363257,0.1664416929706931,13.124036017609757,8.813393338904563,16393.360474721558,0.04
6,0.0540225570782637,0.1513317668026215,12.103433910601725,8.237805133846143,14069.019092169703,0.04
7,0.046242124401032925,0.18872830494748136,13.608397609617953,8.886891953292494,18959.105946428648,0.04
8,0.04030960281260121,0.18433618805322208,13.32513867472643,8.442989981836055,18056.37896948502,0.04
9,0.034340995823582396,0.19889625911845973,13.417142443705826,8.418731536235365,19014.2976258919,0.04
10,0.033510564193607144,0.18293192986349918,13.413664122769278,8.360738337597464,18234.776901222016,0.04
11,0.02855759672820568,0.1979946079909017,13.035026868883222,8.074237296918751,18673.799421386648,0.04
12,0.02801545121324941,0.1692350573935791,13.110540499796768,8.146531751536946,16461.676647898872,0.04
13,0.025536328942204516,0.18563843666771918,13.274262734264129,7.9106759223688226,18332.001972668266,0.04
14,0.02302580818127936,0.20575005132214805,13.710111227326353,8.272499882253136,20394.981808137327,0.04
15,0.024426047487232167,0.14617939006635233,13.061466823651944,8.315053091673489,13971.239168650709,0.04
16,0.02093902996215874,0.1458224971337538,12.915884536065931,8.284044731979037,14370.468515384684,0.04
17,0.01855622237930313,0.18359740345591777,13.531520098061542,8.03743383777139,19181.957815538168,0.04
18,0.01874426498603171,0.16620374644959443,13.126317517357261,7.871001093755812,16873.438252628916,0.04
19,0.016573936212807894,0.17590792705059835,12.993888360712987,7.866749387623936,17481.76091976536,0.04
20,0.01666506052685854,0.21139513198776463,13.793399331224505,8.234543878183224,22381.710839521587,0.04
21,0.015775501644477632,0.2077819213859345,13.416584778255336,7.918735196373736,22264.153109700557,0.04
