epoch,train_loss,val_loss,val_rmse,val_mae,val_nasa,linex_a
1,2.5054170512413796,2.2437049258839,87.07384769947454,77.16062966147462,12494656.124926168,0.04
2,1.5505434270052947,0.8819005609010205,45.998083910154165,37.93400922945235,270244.0535646677,0.04
3,0.49050618072812874,0.24134155656352188,19.094504098483466,16.21723289702204,18137.910135075435,0.04
4,0.15967396421487942,0.19210247255184434,17.52434745463391,13.926513036432963,16176.22743648881,0.04
5,0.09902617225582286,0.1364117834547704,14.763137055869166,10.363404365389126,11388.080047550342,0.04
6,0.0842949592096861,0.12492197630644748,12.869200575112915,9.441143295808665,9602.970981000537,0.04
7,0.06927611228338508,0.11039686821062457,11.79054520504225,7.952343128886086,8482.981424747128,0.04
8,0.06310893511471823,0.11752208593216809,12.965183890911296,8.743340770147913,9761.322275480657,0.04
9,0.05282552081138589,0.134993689670933,14.944912807048356,9.963779774085948,12569.674285781584,0.04
10,0.04382824867443983,0.1112288474246408,11.851408324436198,7.989150570042934,8778.942171250783,0.04
11,0.037440934384516046,0.13199635326975223,14.146191784273963,9.50215837175516,11723.775327417807,0.04
12,0.03274309469112592,0.11608688962278944,12.353551968603279,8.509693866390144,9087.375591948225,0.04
13,0.02946147477153198,0.1332508290581631,13.055741111102256,8.971090741943739,10838.624333111151,0.04
14,0.02975860119674557,0.11848579443088084,13.080464940659127,8.74172409230296,10081.278600075353,0.04
15,0.023162233780405318,0.12099247699546994,12.752038182585377,8.479418185042261,9930.003482447068,0.04
16,0.023766533233398616,0.12178939061634468,12.535784361395578,8.235515515272294,10025.492205534982,0.04
17,0.02318589567647193,0.12335744858578299,11.953885135369756,7.845374486081822,9929.794111672734,0.04
18,0.02084912283909182,0.11832007994367318,13.075852412022224,8.609068668166286,10437.741237847364,0.04
19,0.01797159557598968,0.13136552952963745,12.651980796453499,8.148251610069806,10821.252935538647,0.04
20,0.01918455375026363,0.11377562895755876,12.617154372990923,8.334390684241535,9737.764768698296,0.04
21,0.01686188019812107,0.12325585444429607,13.724181556162483,8.955338600947512,11656.05754635293,0.04
22,0.015208997279983158,0.1243349380057418,13.184133190350943,8.631949562408085,10726.52826016569,0.04
