epoch,train_loss,val_rmse,val_mae,val_nasa,val_bias,val_over_rate,val_danger_over_5,val_danger_over_10
1,3.0491557430337974,56.6233024597168,46.645042419433594,1821906.375,-39.461212158203125,0.221991341991342,0.18701298701298702,0.1522077922077922
2,1.797794155224606,10.16003131866455,8.316838264465332,7066.86328125,-5.036371231079102,0.30233766233766235,0.13454545454545455,0.041385281385281386
3,0.2235504724085331,6.072937965393066,4.827672958374023,3347.998046875,-2.1944711208343506,0.3262337662337662,0.09783549783549783,0.0187012987012987
4,0.17558708552409102,5.653125762939453,4.474543571472168,2944.60498046875,-2.58717679977417,0.2756709956709957,0.06978354978354978,0.006926406926406926
5,0.1790012418533917,7.31019926071167,5.933183193206787,4047.965576171875,-5.030731678009033,0.16034632034632035,0.02666666666666667,0.0015584415584415584
6,0.17127792419934715,5.820507049560547,4.687618255615234,3024.282470703125,-3.1818158626556396,0.243982683982684,0.04536796536796537,0.0029437229437229437
7,0.16508140601217747,5.581648349761963,4.453782558441162,2807.994873046875,-3.327178716659546,0.21125541125541125,0.030303030303030304,0.0013852813852813853
8,0.1650103496870509,5.074026584625244,4.0401835441589355,2536.45556640625,-2.505594253540039,0.25471861471861473,0.045714285714285714,0.003982683982683983
9,0.16309267310080705,5.604331970214844,4.5179219245910645,2839.025390625,-3.3709700107574463,0.21194805194805194,0.030303030303030304,0.00017316017316017316
10,0.16122897079697363,5.96391487121582,4.773862361907959,3020.3056640625,-4.110215663909912,0.15134199134199133,0.013852813852813853,0.0
11,0.15634603377569606,5.035804271697998,4.048341274261475,2498.91552734375,-2.733820676803589,0.2425974025974026,0.03722943722943723,0.001038961038961039
12,0.17598609957430097,4.998329162597656,3.9738457202911377,2476.1806640625,-2.4730722904205322,0.26701298701298704,0.045021645021645025,0.002251082251082251
13,0.1541700356260494,5.919561386108398,4.633444309234619,2972.297607421875,-3.863027572631836,0.17194805194805196,0.016796536796536796,0.0
14,0.15043318188852733,6.407761573791504,5.282531261444092,3343.15234375,-4.750467300415039,0.12571428571428572,0.007965367965367965,0.0
15,0.15750699828344364,5.124171257019043,4.032182216644287,2589.85546875,-2.1064705848693848,0.3089177489177489,0.06372294372294372,0.004502164502164502
16,0.15449137164762727,5.7214202880859375,4.670492649078369,2877.1630859375,-4.01255989074707,0.15948051948051947,0.010735930735930736,0.0
17,0.15075049107825314,5.952230453491211,4.788572311401367,3023.93359375,-3.961637496948242,0.1812987012987013,0.021645021645021644,0.00017316017316017316
18,0.15329264580375618,6.240036487579346,4.9491353034973145,3208.06201171875,-3.9696388244628906,0.20173160173160173,0.02683982683982684,0.0006926406926406926
19,0.15632245261911992,5.888029098510742,4.732760429382324,2990.2109375,-3.85982346534729,0.17922077922077922,0.021645021645021644,0.0005194805194805195
20,0.14838444448455615,5.294460773468018,4.249994277954102,2635.007080078125,-3.0797131061553955,0.2290909090909091,0.030995670995670997,0.0006926406926406926
