epoch,train_loss,val_loss,val_rmse,val_mae,val_nasa
1,6639.652962925922,3144.425088603845,56.21056453023761,50.06551009337417,1716835.6377294196
2,1441.4120307830442,580.5479395148459,24.185861066373764,20.854220310797707,196179.76177134426
3,435.84062351088926,529.3993944746725,23.08371323533814,17.25908820511325,179356.33492101787
4,318.877923942474,410.7898761020617,20.341669983145046,14.786021925885,136720.39780382678
5,247.32497042920215,530.9765404047591,23.136113268401367,16.601217626453987,134589.90271235007
6,201.93569077641132,349.4143235495921,18.76636481985402,13.037194033798041,132182.16034918287
7,180.29728682644395,323.29588720771704,18.050008225064865,12.507660084591569,120605.46083783555
8,153.7115563312209,441.0902121468876,21.078933962921166,15.071089788345144,101273.27223624152
9,143.61943490821196,354.8819477745656,18.913749114276758,12.8662105407866,115023.18957639762
10,128.0192894993058,414.4605032245765,20.441946660231228,14.006768715651832,104388.0100896936
11,129.83978328934634,308.1311013618212,17.628392328943402,12.339910527087955,82509.50259701362
12,117.78054835997432,411.8838629133246,20.37282925847781,13.763749238059429,140662.08480531018
13,116.90252159302493,479.2787767581725,21.972607101089856,15.592169795325843,98161.36116872798
14,112.43834825308926,368.09222699283214,19.26421695990008,12.699562795524875,102102.07600521264
15,99.181718837784,307.7364083622279,17.61213843615848,11.647269438442263,114686.06067899415
16,103.5300382016653,334.50105257784384,18.360497708343313,12.725511312900348,66382.04363465749
17,105.74895476145916,282.50384883666305,16.876013938214854,11.658683076345206,65029.598625986364
18,91.86291056943227,317.70306606507035,17.894254226160385,12.187951211245773,76776.03630162607
19,84.2844888733094,305.8534378201774,17.554156049881534,11.934723623929477,80856.98520281317
20,87.28740238281618,295.19913493381455,17.249985405223338,11.555165633253129,94927.25816061502
21,83.40318127138069,277.30680386403975,16.72297114204827,11.236127676954517,88061.08012142411
22,72.8320111883692,279.04429800055,16.77301778273568,11.39932660556629,100484.90239215842
23,83.33493819294206,279.9370457402776,16.797439270354364,11.3831033577972,76533.05279013955
24,76.92480025233992,273.2478728937299,16.597717379105866,11.114695353982025,103581.42476622097
25,73.12201904388796,324.4366096860907,18.086574317025583,12.189990832764416,77490.63591680212
26,73.35529952451407,306.8839699391569,17.588194004433873,12.02534957460852,73612.33033130913
27,66.57412821413523,281.06134962231926,16.83475149162806,11.504756274784015,74612.71170694495
28,62.884472209286976,278.9536377767499,16.763829877198784,10.879772342651771,105708.79155610873
29,70.29703480938831,290.24462069822164,17.108186463314787,11.498480684964218,72657.8348879774
30,70.17048687532724,318.7543130296,17.920512557958062,12.033987623282675,78838.00665909788
31,62.800776630999096,282.91351746977045,16.888689731094534,11.427821730420044,95866.37869353623
32,64.10784513979073,363.6850616690818,19.15040908450143,13.038309912594922,71880.68849553567
33,61.72165644312479,302.28587264157414,17.457401594620944,11.367599957290267,99185.2084295141
34,62.67562280792788,313.3607949781954,17.776450836686642,11.710506163784228,77999.83241433502
35,60.230254293924354,296.01800502819964,17.272161375251176,11.377462225033844,90656.45911963866
36,58.38076908042632,312.55365300982186,17.74533833241075,11.811185718780706,76590.48560225808
37,54.94774442121207,288.8764112986875,17.067864836386484,11.208527387327138,82232.13112098348
38,58.180904468858095,445.230878465631,21.181455102099854,14.444990694509665,97644.71462930128
39,54.20427991108722,304.53365344143987,17.52180120660913,11.563220236175342,82610.58952559641
