rul_bin,num_samples,rmse,mae,nasa,mean_error,mean_abs_error,median_abs_error,overestimate_rate,underestimate_rate,p_abs_error_gt_moderate,p_abs_error_gt_severe,p_overestimate_gt_moderate,p_underestimate_lt_neg_moderate,p_overestimate_gt_severe,p_underestimate_lt_neg_severe,run_dir
"[0,20]",16,4.878183655037232,3.90459543466568,8.6795673708595,3.6487143635749817,3.90459543466568,3.2425360679626456,0.875,0.125,0.3125,0.0,0.3125,0.0,0.0,0.0,seed_123
"(20,50]",17,8.074958345648318,7.001249201157513,18.536284012291716,3.3131844015682446,7.001249201157513,5.620084762573239,0.7058823529411765,0.29411764705882354,0.6470588235294118,0.29411764705882354,0.47058823529411764,0.17647058823529413,0.23529411764705882,0.058823529411764705,seed_123
"(50,125]",67,17.841655479136925,14.28241661413392,344.18214357618496,-2.284824086658991,14.28241661413392,12.382743835449219,0.4626865671641791,0.5373134328358209,0.8059701492537313,0.5522388059701493,0.3283582089552239,0.47761194029850745,0.23880597014925373,0.31343283582089554,seed_123
"[0,20]",16,4.579703562557864,3.1913849413394932,7.364822415620978,2.425253838300705,3.1913849413394932,1.923276424407959,0.8125,0.1875,0.1875,0.0625,0.1875,0.0,0.0625,0.0,seed_21
"(20,50]",17,8.998296698107417,7.546742831959444,23.16630006350207,4.182285533231848,7.546742831959444,6.863908767700195,0.7647058823529411,0.23529411764705882,0.6470588235294118,0.29411764705882354,0.47058823529411764,0.17647058823529413,0.23529411764705882,0.058823529411764705,seed_21
"(50,125]",67,17.440878635252762,13.560078065786788,520.290988990525,4.181459227604653,13.560078065786788,10.849822998046875,0.5223880597014925,0.47761194029850745,0.746268656716418,0.5074626865671642,0.44776119402985076,0.29850746268656714,0.373134328358209,0.13432835820895522,seed_21
"[0,20]",16,5.120880570309794,3.696403980255127,8.71401117081184,3.262490630149841,3.696403980255127,2.2779550552368164,0.75,0.25,0.25,0.125,0.25,0.0,0.125,0.0,seed_42
"(20,50]",17,7.291306730404881,5.263309590956744,13.858075137125232,0.7267261953914866,5.263309590956744,2.4702510833740234,0.6470588235294118,0.35294117647058826,0.35294117647058826,0.23529411764705882,0.17647058823529413,0.17647058823529413,0.11764705882352941,0.11764705882352941,seed_42
"(50,125]",67,20.536292465909177,16.898323172953592,358.48897573946317,-8.521321310925838,16.898323172953592,15.657951354980483,0.3283582089552239,0.6716417910447762,0.8208955223880597,0.7164179104477612,0.26865671641791045,0.5522388059701493,0.23880597014925373,0.47761194029850745,seed_42
"[0,20]",16,2.8489270083537757,2.363296151161194,4.11571020903974,0.4923911094665526,2.363296151161194,1.847078800201416,0.5625,0.4375,0.0625,0.0,0.0625,0.0,0.0,0.0,seed_7
"(20,50]",17,9.09376677298825,7.407668394200942,23.100026474214154,3.192064173081342,7.407668394200942,6.357063293457031,0.7058823529411765,0.29411764705882354,0.6470588235294118,0.23529411764705882,0.47058823529411764,0.17647058823529413,0.17647058823529413,0.058823529411764705,seed_7
"(50,125]",67,19.302673137118163,14.631008091257579,773.5309688618962,5.096348207388351,14.631008091257579,10.924758911132812,0.5970149253731343,0.40298507462686567,0.7313432835820896,0.5373134328358209,0.47761194029850745,0.2537313432835821,0.3880597014925373,0.14925373134328357,seed_7
"[0,20]",16,3.037152594331472,2.6116228103637695,4.438896822680603,0.19361102581024148,2.6116228103637695,2.7298316955566406,0.5,0.5,0.125,0.0,0.125,0.0,0.0,0.0,seed_87
"(20,50]",17,7.48845112709451,6.167729433845071,14.978500403694659,0.42073833241182174,6.167729433845071,5.097345352172852,0.5294117647058824,0.47058823529411764,0.5294117647058824,0.23529411764705882,0.29411764705882354,0.23529411764705882,0.058823529411764705,0.17647058823529413,seed_87
"(50,125]",67,19.404733668830932,15.113927584975514,422.36818673416127,-4.329149160812151,15.113927584975514,11.928108215332045,0.40298507462686567,0.5970149253731343,0.7611940298507462,0.582089552238806,0.29850746268656714,0.4626865671641791,0.208955223880597,0.373134328358209,seed_87
