run_dir,num_samples,rmse,mae,nasa,pred_std_mean,pred_std_std,abs_err_mean,pearson_unc_abs_err,spearman_unc_abs_err,ece_abs_err_vs_unc,top_bottom_error_ratio,coverage_1sigma,coverage_2sigma
seed_123,100,17.115015406237692,12.257898583412171,934.1547324428032,13.701247761249542,7.787109255056808,12.257898583412171,0.3124883819874519,0.35477947794779474,5.321360180377962,3.8063791054651954,0.6,0.85
seed_21,100,15.929706195854006,11.875774321556092,392.85450142347685,13.332354714870453,7.414342245533319,11.875774321556092,0.22573420279152112,0.3695769576957695,4.958742673397064,2.879331495782634,0.64,0.87
seed_42,100,15.072067227430308,10.730458154678345,465.18009723161,12.657909924983977,7.319561334813902,10.730458154678345,0.3390307216544214,0.4625862586258625,4.495611832141877,3.9994519762226286,0.63,0.86
seed_7,100,14.569152756664046,10.608802642822265,492.97550043328704,13.395510885715485,7.854844250784242,10.608802642822265,0.3913270078328775,0.491089108910891,3.50237025976181,3.359238551877011,0.68,0.87
seed_87,100,14.570024006173451,10.59731873512268,349.3691676598913,12.96665334701538,7.980285454560249,10.59731873512268,0.45498882655896145,0.5202400240024001,4.160525102615356,4.383515389639668,0.63,0.87
