epoch,train_loss,val_loss,val_rmse,val_mae,val_nasa
1,5944.0775371944055,1676.973281104966,40.33552049440693,35.2757741818565,6031811.283993538
2,719.6475573215132,492.46347181867844,22.252672915904014,16.400951971945243,305563.9729281303
3,357.2400889132457,436.4506484588774,20.96433903450082,14.680071959595258,277006.0685601975
4,286.99782121401665,396.8832582530409,19.981755622521806,13.400979215732674,298424.7274988784
5,246.15619113891924,433.6952651373231,20.877152726237014,13.946936449642932,505933.0811016163
6,204.05398150924643,409.18916972792977,20.29798593729579,13.293240427654633,386832.41338311404
7,181.74292551810635,406.0020440545413,20.204911940038237,13.379686116037446,284767.9678128329
8,176.80934903992826,421.1583757140849,20.58146952957307,13.095708010329885,391084.3807019509
9,156.7962313327437,414.3920214860746,20.407897096640447,13.398890687080655,414453.78771924507
10,144.44793151613905,396.12881608528664,19.93357130716649,13.076731282282857,403795.7963827613
11,151.09437535872246,394.46855895354014,19.915650382772256,13.389755070432741,303532.8945546861
12,137.8997837157237,452.8803336761966,21.308831106786908,12.921432636603805,659446.6593604053
13,132.35407059802858,392.02540223669297,19.846136518895776,12.540037148928597,504798.525394914
14,119.2448220869482,457.80722969593387,21.484538862980013,13.970055545183753,347104.1205531453
15,119.92760278304208,418.984007740965,20.52186245609278,13.764316806767354,274525.7084584736
16,122.08925574310223,417.3031364136403,20.463405513973644,12.874824599584985,559979.671018017
17,107.90259279739259,490.2674686955934,22.222017688492148,15.135871868803818,354533.0871131682
18,98.05615626916408,390.49851872897386,19.813289392332425,12.98470528766085,386226.5989395488
19,111.45940754470222,378.2001322802931,19.50662236614724,12.864398547457519,338520.0151819921
20,90.03182264745708,377.3564453172212,19.48393174987176,12.34562662217101,382445.8118771715
21,79.08545492569816,416.5471123940874,20.45039824407484,13.57067868848344,332881.19158739597
22,87.27152225021322,368.4583356616521,19.248785638247135,12.56635192055232,341301.5200101952
23,91.35380900944129,406.83431716484597,20.244257288707505,13.513627632103683,266651.87325771904
24,89.68291302280879,407.7483448958633,20.271114538135677,12.958461182231499,329069.5909202877
25,97.89323702084987,498.01282848107934,22.40951153405507,14.299264343146156,351189.9038583875
26,83.48300949438895,395.3095398669196,19.92436729173286,12.681993400894301,442749.3990458738
27,75.39811505239683,405.9051084329586,20.22147641997747,13.36055003129848,351595.08255802107
28,70.03462634426309,407.4504190848605,20.256262259143043,12.81663912937473,393447.7423740031
29,73.59852287574306,427.30113906671505,20.736450827621706,13.292294818624278,383139.71017771197
30,69.62483701479466,394.62446475973223,19.935193645190843,12.411943349282673,492013.71386017406
31,62.39094017552197,390.0995224525433,19.8021951526072,12.187619560973697,487064.6337047121
32,66.59124593306971,422.4107780385726,20.615100343438094,13.048278793578644,291197.8882630855
33,63.13268997172253,446.2096370588435,21.15398308598645,13.284132791908641,553341.4800073308
34,67.27950950159561,418.33868760401657,20.493422163420302,13.437745111972355,417302.4842229112
35,70.2122729158024,478.59822167972527,21.96408231384582,14.24020938465509,267260.2279722276
36,62.77404894363283,407.3765659851603,20.25401398219845,13.401896489293462,388652.7120198973
37,63.64623058691503,409.7838856749015,20.280196876193305,12.853996804865373,481616.11682170565
