epoch,train_loss,val_loss,val_rmse_det,val_mae_det,val_nasa_det
1,5804.0029135095065,1860.9410743284761,42.91633375046661,39.209161044053744,1484046.4079511522
2,1370.2570151823113,595.9135284423828,24.503049242510127,21.006786560112975,193809.81801772467
3,779.2497622938041,494.2166560312335,22.31218638813344,18.13754958873811,162962.70759177682
4,699.263287004218,531.9894587484638,23.142936876117393,18.14755252668113,147924.38497610987
5,647.7006471932652,400.3820040413503,20.086317002258205,15.899126855212861,120981.25120605799
6,586.5939835697772,373.59453942802514,19.39829466390674,14.815756400243274,130799.65920904378
7,539.8587315570877,382.4968166565627,19.62602483417812,15.067559330267507,101900.9205476138
8,519.9016346759107,535.6217847245463,23.22463214743915,17.393326586234753,129777.97564055707
9,516.1697724124035,353.47263846236666,18.873190293087024,14.116265402339256,93769.30409238843
10,481.16532658956135,342.20860641993835,18.559776771297614,13.774453058271508,105943.5361352441
11,474.1886238190065,345.4046838524636,18.65384956571092,13.882004608469598,94111.27237448507
12,465.5667260411274,511.9832290906585,22.712954339479644,17.231482364803327,105164.90528193217
13,446.9462275677417,308.0082101929054,17.618602750549215,13.293709077475365,94930.86407216752
14,439.5611074976174,338.32331710986875,18.46777713777827,14.023540303667858,111276.04147255822
15,432.9083463370082,390.20966004789545,19.83424802908389,14.918812619366856,100177.84978278223
16,419.74903796092576,366.7372847567783,19.21717812397293,14.315475774313763,89041.57588708954
17,409.52190518666464,352.98125243454837,18.86132561973645,14.129187219455767,92557.60126797546
18,401.7558351999306,328.82898461416863,18.2073332996493,13.550218839001102,73831.78309028123
19,396.909685203828,339.9681124740772,18.509713078882942,13.759680992505267,93055.80484810242
20,384.1744825064418,321.66756601012156,18.009851859103268,12.95234973932634,98388.74647791206
21,371.2637848451913,331.89421010821053,18.290402594319268,13.151746385009263,91408.10861024319
22,359.20970052696134,309.93376843313155,17.67879675090336,13.587091851365319,88443.02333226752
23,351.4657303224127,304.8438938119438,17.53254954603914,12.913394420995994,127744.26221587078
24,339.7503445177193,313.6367642477657,17.780907504767733,12.459869766058025,124829.74053664628
25,326.4424120431923,422.72257972031497,20.645078654923182,14.596854532421512,124601.44744760913
26,315.6128499594079,339.08562645215665,18.486122873350336,13.35750602578112,103922.50767719367
27,314.48964328076465,354.4857193593229,18.905456271711852,13.362805647957277,184673.56962197943
28,303.9244322259742,345.44111562578865,18.66018886058692,13.488456754150782,79937.5761005811
29,293.92958817999045,367.4342895786414,19.24935852837627,14.472472522455927,87210.45167650418
30,289.62708167570185,364.79242397694105,19.177888657780198,14.204852132981323,91823.87200274247
31,277.82221318440264,353.2681020350938,18.87454807980077,13.876716139170053,90089.32033157593
32,277.1329883897161,359.29157695341644,19.03400160204917,13.631772706165386,114147.43424810156
33,267.10698369037675,345.3456418969658,18.659452878631683,13.818065344094597,99739.5486863869
34,260.8174881073366,390.8263607453764,19.851898297568436,14.341944185341061,93797.17453578842
35,256.2262614606375,421.3011872366573,20.60694661496529,14.679687107519195,104229.55782226328
36,263.0530948409115,418.2135452956296,20.528994616447886,14.701104358759563,108282.20683166661
37,252.7885541341391,404.0059754875269,20.182393514444268,13.800998425048833,94462.0134877194
38,240.21072304966938,388.5169504358527,19.79199685514778,14.068176052898396,119394.75766348597
